Joint Angles,Hand Matrix,Model,Model Matrix,Camera Transform,Ground Plane Height,Image Save Name,Image Size
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.     -1.      0.      0.    ]
 [ 1.      0.      0.     -0.0639]
 [ 0.      0.      1.     -0.075 ]
 [ 0.      0.      0.      1.    ]]",cube_h12D78_w8D68_e8D68,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.06390524]
 [ 0.          0.          1.          0.09341709]
 [ 0.          0.          0.          1.        ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h12D78_w8D68_e8D68_h_3fingerpinch_side_up_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.     -1.      0.      0.    ]
 [ 1.      0.      0.     -0.0522]
 [ 0.      0.      1.     -0.075 ]
 [ 0.      0.      0.      1.    ]]",cube_h10D45_w10D02_e10D02,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.05223858]
 [ 0.          0.          1.          0.10008375]
 [ 0.          0.          0.          1.        ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h10D45_w10D02_e10D02_h_3fingerpinch_side_up_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.    -1.     0.     0.   ]
 [ 1.     0.     0.    -0.05 ]
 [ 0.     0.     1.    -0.075]
 [ 0.     0.     0.     1.   ]]",cube_h8D11_w11D35_e11D35,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.04057191]
 [ 0.          0.          1.          0.10675042]
 [ 0.          0.          0.          1.        ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h8D11_w11D35_e11D35_h_3fingerpinch_side_up_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.     -1.      0.      0.    ]
 [ 1.      0.      0.     -0.0786]
 [ 0.      0.      1.     -0.075 ]
 [ 0.      0.      0.      1.    ]]",cube_h15D72_w10D89_e15D90,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.07859796]
 [ 0.          0.          1.          0.12948965]
 [ 0.          0.          0.          1.        ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h15D72_w10D89_e15D90_h_3fingerpinch_side_up_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.     -1.      0.      0.    ]
 [ 1.      0.      0.     -0.0657]
 [ 0.      0.      1.     -0.075 ]
 [ 0.      0.      0.      1.    ]]",cube_h13D13_w12D37_e15D53,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.06567335]
 [ 0.          0.          1.          0.12764327]
 [ 0.          0.          0.          1.        ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h13D13_w12D37_e15D53_h_3fingerpinch_side_up_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.     -1.      0.      0.    ]
 [ 1.      0.      0.     -0.0527]
 [ 0.      0.      1.     -0.075 ]
 [ 0.      0.      0.      1.    ]]",cube_h10D55_w13D84_e15D16,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.05274874]
 [ 0.          0.          1.          0.1257969 ]
 [ 0.          0.          0.          1.        ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h10D55_w13D84_e15D16_h_3fingerpinch_side_up_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.     -1.      0.      0.    ]
 [ 1.      0.      0.     -0.0746]
 [ 0.      0.      1.     -0.075 ]
 [ 0.      0.      0.      1.    ]]",cube_h14D92_w10D19_e18D70,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.07459127]
 [ 0.          0.          1.          0.14351304]
 [ 0.          0.          0.          1.        ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h14D92_w10D19_e18D70_h_3fingerpinch_side_up_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.     -1.      0.      0.    ]
 [ 1.      0.      0.     -0.0617]
 [ 0.      0.      1.     -0.075 ]
 [ 0.      0.      0.      1.    ]]",cube_h12D33_w11D67_e18D33,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.06166667]
 [ 0.          0.          1.          0.14166667]
 [ 0.          0.          0.          1.        ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h12D33_w11D67_e18D33_h_3fingerpinch_side_up_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.    -1.     0.     0.   ]
 [ 1.     0.     0.    -0.05 ]
 [ 0.     0.     1.    -0.075]
 [ 0.     0.     0.     1.   ]]",cube_h9D75_w13D14_e17D96,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.04874206]
 [ 0.          0.          1.          0.13982029]
 [ 0.          0.          0.          1.        ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h9D75_w13D14_e17D96_h_3fingerpinch_side_up_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.     -1.      0.      0.    ]
 [ 1.      0.      0.     -0.0706]
 [ 0.      0.      1.     -0.075 ]
 [ 0.      0.      0.      1.    ]]",cube_h14D12_w9D49_e21D51,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.07058459]
 [ 0.          0.          1.          0.15753643]
 [ 0.          0.          0.          1.        ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h14D12_w9D49_e21D51_h_3fingerpinch_side_up_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.     -1.      0.      0.    ]
 [ 1.      0.      0.     -0.0577]
 [ 0.      0.      1.     -0.075 ]
 [ 0.      0.      0.      1.    ]]",cube_h11D53_w10D97_e21D14,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.05765998]
 [ 0.          0.          1.          0.15569006]
 [ 0.          0.          0.          1.        ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h11D53_w10D97_e21D14_h_3fingerpinch_side_up_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.    -1.     0.     0.   ]
 [ 1.     0.     0.    -0.05 ]
 [ 0.     0.     1.    -0.075]
 [ 0.     0.     0.     1.   ]]",cube_h8D95_w12D44_e20D77,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.04473538]
 [ 0.          0.          1.          0.15384369]
 [ 0.          0.          0.          1.        ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h8D95_w12D44_e20D77_h_3fingerpinch_side_up_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.     -1.      0.      0.    ]
 [ 1.      0.      0.     -0.0779]
 [ 0.      0.      1.     -0.075 ]
 [ 0.      0.      0.      1.    ]]",cube_h15D58_w15D49_e10D76,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.07790727]
 [ 0.          0.          1.          0.10379814]
 [ 0.          0.          0.          1.        ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h15D58_w15D49_e10D76_h_3fingerpinch_side_up_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.     -1.      0.      0.    ]
 [ 1.      0.      0.     -0.0649]
 [ 0.      0.      1.     -0.075 ]
 [ 0.      0.      0.      1.    ]]",cube_h12D99_w15D20_e12D24,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.06494727]
 [ 0.          0.          1.          0.11120386]
 [ 0.          0.          0.          1.        ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h12D99_w15D20_e12D24_h_3fingerpinch_side_up_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.    -1.     0.     0.   ]
 [ 1.     0.     0.    -0.052]
 [ 0.     0.     1.    -0.075]
 [ 0.     0.     0.     1.   ]]",cube_h10D40_w14D90_e13D72,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.05198727]
 [ 0.          0.          1.          0.11860957]
 [ 0.          0.          0.          1.        ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h10D40_w14D90_e13D72_h_3fingerpinch_side_up_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.     -1.      0.      0.    ]
 [ 1.      0.      0.     -0.0746]
 [ 0.      0.      1.     -0.075 ]
 [ 0.      0.      0.      1.    ]]",cube_h14D93_w18D36_e10D19,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.07462667]
 [ 0.          0.          1.          0.10092762]
 [ 0.          0.          0.          1.        ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h14D93_w18D36_e10D19_h_3fingerpinch_side_up_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.     -1.      0.      0.    ]
 [ 1.      0.      0.     -0.0617]
 [ 0.      0.      1.     -0.075 ]
 [ 0.      0.      0.      1.    ]]",cube_h12D33_w18D07_e11D67,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.06166667]
 [ 0.          0.          1.          0.10833333]
 [ 0.          0.          0.          1.        ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h12D33_w18D07_e11D67_h_3fingerpinch_side_up_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.    -1.     0.     0.   ]
 [ 1.     0.     0.    -0.05 ]
 [ 0.     0.     1.    -0.075]
 [ 0.     0.     0.     1.   ]]",cube_h9D74_w17D77_e13D15,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.04870667]
 [ 0.          0.          1.          0.11573905]
 [ 0.          0.          0.          1.        ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h9D74_w17D77_e13D15_h_3fingerpinch_side_up_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.     -1.      0.      0.    ]
 [ 1.      0.      0.     -0.0713]
 [ 0.      0.      1.     -0.075 ]
 [ 0.      0.      0.      1.    ]]",cube_h14D27_w21D23_e9D61,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.07134607]
 [ 0.          0.          1.          0.09805709]
 [ 0.          0.          0.          1.        ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h14D27_w21D23_e9D61_h_3fingerpinch_side_up_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.     -1.      0.      0.    ]
 [ 1.      0.      0.     -0.0584]
 [ 0.      0.      1.     -0.075 ]
 [ 0.      0.      0.      1.    ]]",cube_h11D68_w20D94_e11D09,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.05838607]
 [ 0.          0.          1.          0.10546281]
 [ 0.          0.          0.          1.        ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h11D68_w20D94_e11D09_h_3fingerpinch_side_up_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.    -1.     0.     0.   ]
 [ 1.     0.     0.    -0.05 ]
 [ 0.     0.     1.    -0.075]
 [ 0.     0.     0.     1.   ]]",cube_h9D09_w20D64_e12D57,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.04542607]
 [ 0.          0.          1.          0.11286852]
 [ 0.          0.          0.          1.        ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h9D09_w20D64_e12D57_h_3fingerpinch_side_up_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.     -1.      0.      0.    ]
 [ 1.      0.      0.     -0.0791]
 [ 0.      0.      1.     -0.075 ]
 [ 0.      0.      0.      1.    ]]",cube_h15D81_w16D10_e16D91,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.07905739]
 [ 0.          0.          1.          0.13454989]
 [ 0.          0.          0.          1.        ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h15D81_w16D10_e16D91_h_3fingerpinch_side_up_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.     -1.      0.      0.    ]
 [ 1.      0.      0.     -0.0643]
 [ 0.      0.      1.     -0.075 ]
 [ 0.      0.      0.      1.    ]]",cube_h12D86_w15D76_e16D49,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.06430228]
 [ 0.          0.          1.          0.13244202]
 [ 0.          0.          0.          1.        ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h12D86_w15D76_e16D49_h_3fingerpinch_side_up_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.    -1.     0.     0.   ]
 [ 1.     0.     0.    -0.05 ]
 [ 0.     0.     1.    -0.075]
 [ 0.     0.     0.     1.   ]]",cube_h9D91_w15D42_e16D07,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.04954717]
 [ 0.          0.          1.          0.13033415]
 [ 0.          0.          0.          1.        ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h9D91_w15D42_e16D07_h_3fingerpinch_side_up_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.     -1.      0.      0.    ]
 [ 1.      0.      0.     -0.0764]
 [ 0.      0.      1.     -0.075 ]
 [ 0.      0.      0.      1.    ]]",cube_h15D28_w18D40_e18D75,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.07642178]
 [ 0.          0.          1.          0.14377454]
 [ 0.          0.          0.          1.        ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h15D28_w18D40_e18D75_h_3fingerpinch_side_up_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.     -1.      0.      0.    ]
 [ 1.      0.      0.     -0.0617]
 [ 0.      0.      1.     -0.075 ]
 [ 0.      0.      0.      1.    ]]",cube_h12D33_w18D07_e18D33,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.06166667]
 [ 0.          0.          1.          0.14166667]
 [ 0.          0.          0.          1.        ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h12D33_w18D07_e18D33_h_3fingerpinch_side_up_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.    -1.     0.     0.   ]
 [ 1.     0.     0.    -0.05 ]
 [ 0.     0.     1.    -0.075]
 [ 0.     0.     0.     1.   ]]",cube_h9D38_w17D73_e17D91,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.04691156]
 [ 0.          0.          1.          0.13955879]
 [ 0.          0.          0.          1.        ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h9D38_w17D73_e17D91_h_3fingerpinch_side_up_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.     -1.      0.      0.    ]
 [ 1.      0.      0.     -0.0738]
 [ 0.      0.      1.     -0.075 ]
 [ 0.      0.      0.      1.    ]]",cube_h14D76_w20D71_e20D60,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.07378616]
 [ 0.          0.          1.          0.15299918]
 [ 0.          0.          0.          1.        ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h14D76_w20D71_e20D60_h_3fingerpinch_side_up_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.    -1.     0.     0.   ]
 [ 1.     0.     0.    -0.059]
 [ 0.     0.     1.    -0.075]
 [ 0.     0.     0.     1.   ]]",cube_h11D81_w20D37_e20D18,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.05903105]
 [ 0.          0.          1.          0.15089131]
 [ 0.          0.          0.          1.        ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h11D81_w20D37_e20D18_h_3fingerpinch_side_up_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.    -1.     0.     0.   ]
 [ 1.     0.     0.    -0.05 ]
 [ 0.     0.     1.    -0.075]
 [ 0.     0.     0.     1.   ]]",cube_h8D86_w20D04_e19D76,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.04427594]
 [ 0.          0.          1.          0.14878344]
 [ 0.          0.          0.          1.        ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h8D86_w20D04_e19D76_h_3fingerpinch_side_up_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.    -1.     0.     0.   ]
 [ 1.     0.     0.    -0.07 ]
 [ 0.     0.     1.    -0.075]
 [ 0.     0.     0.     1.   ]]",cube_h14D00_w16D72_e13D32,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.07      ]
 [ 0.          0.          1.          0.11657713]
 [ 0.          0.          0.          1.        ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h14D00_w16D72_e13D32_h_3fingerpinch_side_up_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.    -1.     0.     0.   ]
 [ 1.     0.     0.    -0.07 ]
 [ 0.     0.     1.    -0.075]
 [ 0.     0.     0.     1.   ]]",cube_h14D00_w13D80_e14D00,"[[ 1.    0.    0.    0.  ]
 [ 0.    1.    0.   -0.07]
 [ 0.    0.    1.    0.12]
 [ 0.    0.    0.    1.  ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h14D00_w13D80_e14D00_h_3fingerpinch_side_up_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[ 0.    -1.     0.     0.   ]
 [ 1.     0.     0.    -0.07 ]
 [ 0.     0.     1.    -0.075]
 [ 0.     0.     0.     1.   ]]",cube_h14D00_w10D88_e14D68,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.07      ]
 [ 0.          0.          1.          0.12342287]
 [ 0.          0.          0.          1.        ]]","[[-0.70626164  0.30729662 -0.63777996  1.1007    ]
 [ 0.          0.90088162  0.43406487 -0.7491    ]
 [ 0.70795091  0.30656337 -0.63625813  1.0981    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h14D00_w10D88_e14D68_h_3fingerpinch_side_up_cam0,
