Joint Angles,Hand Matrix,Model,Model Matrix,Camera Transform,Ground Plane Height,Image Save Name,Image Size
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071  0.      0.    ]
 [ 0.      0.      1.     -0.378 ]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h25D30_w17D38_e18D06,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.12650865]
 [ 0.          0.          1.          0.        ]
 [ 0.          0.          0.          1.        ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h25D30_w17D38_e18D06_h_3fingerpinch_top_angled_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071  0.      0.    ]
 [ 0.      0.      1.     -0.3215]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h19D65_w20D49_e19D90,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.09822819]
 [ 0.          0.          1.          0.        ]
 [ 0.          0.          0.          1.        ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h19D65_w20D49_e19D90_h_3fingerpinch_top_angled_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071  0.      0.    ]
 [ 0.      0.      1.     -0.3511]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h22D61_w20D34_e19D49,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.11307017]
 [ 0.          0.          1.          0.        ]
 [ 0.          0.          0.          1.        ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h22D61_w20D34_e19D49_h_3fingerpinch_top_angled_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071  0.      0.    ]
 [ 0.      0.      1.     -0.3808]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h25D58_w20D19_e19D08,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.12791216]
 [ 0.          0.          1.          0.        ]
 [ 0.          0.          0.          1.        ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h25D58_w20D19_e19D08_h_3fingerpinch_top_angled_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071  0.      0.    ]
 [ 0.      0.      1.     -0.3588]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h23D38_w14D70_e14D64,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.11688295]
 [ 0.          0.          1.          0.        ]
 [ 0.          0.          0.          1.        ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h23D38_w14D70_e14D64_h_3fingerpinch_top_angled_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071  0.      0.    ]
 [ 0.      0.      1.     -0.3454]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h22D04_w14D56_e11D96,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.11018145]
 [ 0.          0.          1.          0.        ]
 [ 0.          0.          0.          1.        ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h22D04_w14D56_e11D96_h_3fingerpinch_top_angled_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071  0.      0.    ]
 [ 0.      0.      1.     -0.332 ]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h20D70_w14D43_e9D28,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.10347994]
 [ 0.          0.          1.          0.        ]
 [ 0.          0.          0.          1.        ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h20D70_w14D43_e9D28_h_3fingerpinch_top_angled_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071  0.      0.    ]
 [ 0.      0.      1.     -0.3617]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h23D67_w17D67_e14D35,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.11836817]
 [ 0.          0.          1.          0.        ]
 [ 0.          0.          0.          1.        ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h23D67_w17D67_e14D35_h_3fingerpinch_top_angled_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071  0.      0.    ]
 [ 0.      0.      1.     -0.3483]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h22D33_w17D53_e11D67,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.11166667]
 [ 0.          0.          1.          0.        ]
 [ 0.          0.          0.          1.        ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h22D33_w17D53_e11D67_h_3fingerpinch_top_angled_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071  0.      0.    ]
 [ 0.      0.      1.     -0.3349]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h20D99_w17D40_e8D99,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.10496516]
 [ 0.          0.          1.          0.        ]
 [ 0.          0.          0.          1.        ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h20D99_w17D40_e8D99_h_3fingerpinch_top_angled_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071  0.      0.    ]
 [ 0.      0.      1.     -0.3647]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h23D97_w20D64_e14D05,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.11985339]
 [ 0.          0.          1.          0.        ]
 [ 0.          0.          0.          1.        ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h23D97_w20D64_e14D05_h_3fingerpinch_top_angled_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071  0.      0.    ]
 [ 0.      0.      1.     -0.3513]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h22D63_w20D50_e11D37,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.11315189]
 [ 0.          0.          1.          0.        ]
 [ 0.          0.          0.          1.        ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h22D63_w20D50_e11D37_h_3fingerpinch_top_angled_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071  0.      0.    ]
 [ 0.      0.      1.     -0.3379]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h21D29_w20D37_e8D69,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.10645038]
 [ 0.          0.          1.          0.        ]
 [ 0.          0.          0.          1.        ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h21D29_w20D37_e8D69_h_3fingerpinch_top_angled_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071  0.      0.    ]
 [ 0.      0.      1.     -0.354 ]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h22D90_w15D10_e16D04,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.11448021]
 [ 0.          0.          1.          0.        ]
 [ 0.          0.          0.          1.        ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h22D90_w15D10_e16D04_h_3fingerpinch_top_angled_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071  0.      0.    ]
 [ 0.      0.      1.     -0.3406]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h21D56_w12D44_e15D67,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.10782217]
 [ 0.          0.          1.          0.        ]
 [ 0.          0.          0.          1.        ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h21D56_w12D44_e15D67_h_3fingerpinch_top_angled_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071  0.      0.    ]
 [ 0.      0.      1.     -0.3273]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h20D23_w9D77_e15D30,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.10116413]
 [ 0.          0.          1.          0.        ]
 [ 0.          0.          0.          1.        ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h20D23_w9D77_e15D30_h_3fingerpinch_top_angled_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071  0.      0.    ]
 [ 0.      0.      1.     -0.3616]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h23D66_w14D33_e18D83,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.11832471]
 [ 0.          0.          1.          0.        ]
 [ 0.          0.          0.          1.        ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h23D66_w14D33_e18D83_h_3fingerpinch_top_angled_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071  0.      0.    ]
 [ 0.      0.      1.     -0.3483]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h22D33_w11D67_e18D47,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.11166667]
 [ 0.          0.          1.          0.        ]
 [ 0.          0.          0.          1.        ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h22D33_w11D67_e18D47_h_3fingerpinch_top_angled_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071  0.      0.    ]
 [ 0.      0.      1.     -0.335 ]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h21D00_w9D00_e18D10,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.10500863]
 [ 0.          0.          1.          0.        ]
 [ 0.          0.          0.          1.        ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h21D00_w9D00_e18D10_h_3fingerpinch_top_angled_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071  0.      0.    ]
 [ 0.      0.      1.     -0.3693]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h24D43_w13D56_e21D63,"[[ 1.         0.         0.         0.       ]
 [ 0.         1.         0.        -0.1221692]
 [ 0.         0.         1.         0.       ]
 [ 0.         0.         0.         1.       ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h24D43_w13D56_e21D63_h_3fingerpinch_top_angled_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071  0.      0.    ]
 [ 0.      0.      1.     -0.356 ]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h23D10_w10D90_e21D26,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.11551116]
 [ 0.          0.          1.          0.        ]
 [ 0.          0.          0.          1.        ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h23D10_w10D90_e21D26_h_3fingerpinch_top_angled_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071  0.      0.    ]
 [ 0.      0.      1.     -0.3427]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h21D77_w8D23_e20D90,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.10885312]
 [ 0.          0.          1.          0.        ]
 [ 0.          0.          0.          1.        ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h21D77_w8D23_e20D90_h_3fingerpinch_top_angled_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071  0.      0.    ]
 [ 0.      0.      1.     -0.3433]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h21D83_w15D85_e12D17,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.10913014]
 [ 0.          0.          1.          0.        ]
 [ 0.          0.          0.          1.        ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h21D83_w15D85_e12D17_h_3fingerpinch_top_angled_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071  0.      0.    ]
 [ 0.      0.      1.     -0.331 ]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h20D60_w13D40_e13D40,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.10300641]
 [ 0.          0.          1.          0.        ]
 [ 0.          0.          0.          1.        ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h20D60_w13D40_e13D40_h_3fingerpinch_top_angled_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071  0.      0.    ]
 [ 0.      0.      1.     -0.3188]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h19D38_w10D95_e14D62,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.09688269]
 [ 0.          0.          1.          0.        ]
 [ 0.          0.          0.          1.        ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h19D38_w10D95_e14D62_h_3fingerpinch_top_angled_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071  0.      0.    ]
 [ 0.      0.      1.     -0.3606]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h23D56_w14D12_e10D44,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.11779039]
 [ 0.          0.          1.          0.        ]
 [ 0.          0.          0.          1.        ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h23D56_w14D12_e10D44_h_3fingerpinch_top_angled_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071  0.      0.    ]
 [ 0.      0.      1.     -0.3483]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h22D33_w11D67_e11D67,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.11166667]
 [ 0.          0.          1.          0.        ]
 [ 0.          0.          0.          1.        ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h22D33_w11D67_e11D67_h_3fingerpinch_top_angled_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071  0.      0.    ]
 [ 0.      0.      1.     -0.3361]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h21D11_w9D22_e12D89,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.10554294]
 [ 0.          0.          1.          0.        ]
 [ 0.          0.          0.          1.        ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h21D11_w9D22_e12D89_h_3fingerpinch_top_angled_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071  0.      0.    ]
 [ 0.      0.      1.     -0.3779]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h25D29_w12D38_e8D71,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.12645065]
 [ 0.          0.          1.          0.        ]
 [ 0.          0.          0.          1.        ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h25D29_w12D38_e8D71_h_3fingerpinch_top_angled_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071  0.      0.    ]
 [ 0.      0.      1.     -0.3657]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h24D07_w9D93_e9D93,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.12032692]
 [ 0.          0.          1.          0.        ]
 [ 0.          0.          0.          1.        ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h24D07_w9D93_e9D93_h_3fingerpinch_top_angled_cam0,
"0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071  0.      0.    ]
 [ 0.      0.      1.     -0.3534]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h22D84_w7D49_e11D16,"[[ 1.         0.         0.         0.       ]
 [ 0.         1.         0.        -0.1142032]
 [ 0.         0.         1.         0.       ]
 [ 0.         0.         0.         1.       ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h22D84_w7D49_e11D16_h_3fingerpinch_top_angled_cam0,
"0,0,1.0471975512,0.0,0.0,1.0471975512,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071 -0.      0.    ]
 [ 0.     -0.      1.     -0.2835]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h15D85_w12D17_e12D17,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.07924104]
 [ 0.          0.          1.          0.        ]
 [ 0.          0.          0.          1.        ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h15D85_w12D17_e12D17_h_equidistant_top_angled_cam0,
"0,0,1.0471975512,0.0,0.0,1.0471975512,0.0,0.0,0.0,0.0","[[-0.7071 -0.7071 -0.      0.    ]
 [ 0.     -0.      1.     -0.259 ]
 [-0.7071  0.7071  0.      0.    ]
 [ 0.      0.      0.      1.    ]]",cube_h13D40_w13D40_e13D40,"[[ 1.          0.          0.          0.        ]
 [ 0.          1.          0.         -0.06699359]
 [ 0.          0.          1.          0.        ]
 [ 0.          0.          0.          1.        ]]","[[-0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.9684902   0.24905167 -0.6268    ]
 [ 0.70710678  0.17610612 -0.68482599  1.0361    ]
 [ 0.          0.          0.          1.        ]]",0,/home/ammar/Documents/Projects/NearContactStudy/NearContact20Survey/QualtricsDataProcessing/RefinementImages/cube_h13D40_w13D40_e13D40_h_equidistant_top_angled_cam0,
