 3fingerpinch_top: opposite sides: ellipse_h_-0.5
Question 0,13.060513516784019,11.835768645392429,11.835768645392429,12.244016935856292,12.244016935856292,12.244016935856292,11.427520354928566,12.652265226320155,12.652265226320155,12.483163247594392,11.258418376202803,11.258418376202803,11.666666666666666,11.666666666666666,11.666666666666666,10.85017008573894,12.074914957130529,12.074914957130529,11.905812978404766,10.681068107013177,10.681068107013177,11.08931639747704,11.08931639747704,11.08931639747704,10.272819816549314,11.497564687940903,11.497564687940903
Question 1,13.060513516784019,22.164231354607569,11.835768645392429,12.244016935856292,21.755983064143706,12.244016935856292,11.427520354928566,21.347734773679843,12.652265226320155,12.483163247594392,22.741581623797195,11.258418376202803,11.666666666666666,22.333333333333332,11.666666666666666,10.85017008573894,21.925085042869469,12.074914957130529,11.905812978404766,23.318931892986821,10.681068107013177,11.08931639747704,22.910683602522958,11.08931639747704,10.272819816549314,22.502435312059095,11.497564687940903
Question 2,12.958935985999585,11.652812328149372,19.225675994220087,12.088186880766109,12.088186880766109,18.997104354096301,11.217437775532634,12.523561433382847,18.768532713972512,12.537415771900141,11.231292114049928,20.028571640123786,11.666666666666666,11.666666666666666,19.800000000000001,10.795917561433191,12.102041219283404,19.571428359876212,12.115895557800698,10.809771899950485,20.831467286027486,11.245146452567223,11.245146452567223,20.6028956459037,10.374397347333748,11.680521005183961,20.374324005779911
Question 3,12.958935985999585,22.347187671850627,19.225675994220087,12.088186880766109,21.911813119233891,18.997104354096301,11.217437775532634,21.476438566617151,18.768532713972512,12.537415771900141,22.768707885950068,20.028571640123786,11.666666666666666,22.333333333333332,19.800000000000001,10.795917561433191,21.897958780716593,19.571428359876212,12.115895557800698,23.190228100049513,20.831467286027486,11.245146452567223,22.754853547432777,20.6028956459037,10.374397347333748,22.319478994816038,20.374324005779911
Question 4,19.220818515747588,12.947243815433998,19.398326510238771,18.985784499456969,12.007107750271516,19.15154079313362,18.750750483166346,11.066971685109033,18.904755076028469,19.901700682957291,12.606802731829147,20.046785717105152,19.666666666666671,11.666666666666664,19.800000000000001,19.431632650376049,10.726530601504182,19.553214282894849,20.58258285016699,12.266361648224297,20.695244923971533,20.34754883387637,11.326225583061815,20.448459206866382,20.112514817585748,10.386089517899332,20.20167348976123
Question 5,18.32288200710671,22.65579474207874,19.499564601617507,18.985784499456969,21.992892249728481,19.15154079313362,19.648686991807228,21.329989757378222,18.803516984649736,19.003764174316412,22.996235825683591,20.148023808483888,19.666666666666671,22.333333333333332,19.800000000000001,20.329569159016931,21.670430840983073,19.451976191516117,19.684646341526111,23.336676909288439,20.796483015350269,20.34754883387637,22.67377441693818,20.448459206866382,21.010451326226629,22.010871924587921,20.100435398382498
Question 6,19.068387975974932,12.947786518074498,11.638479176658544,18.850170085738942,12.074914957130527,12.074914957130529,18.631952195502947,11.202043396186559,12.511350737602514,19.884884556902659,12.539538227610635,11.230230886194681,19.666666666666668,11.666666666666664,11.666666666666666,19.448448776430673,10.793795105722696,12.103102447138651,20.701381137830385,12.131289937146772,10.821982595730818,20.483163247594394,11.258418376202801,11.258418376202803,20.2649453573584,10.385546815258833,11.694854156674788
Question 7,19.068387975974932,22.361520823341454,12.9477865180745,18.850170085738942,21.925085042869469,12.074914957130529,18.631952195502947,21.488649262397484,11.202043396186561,19.884884556902659,22.769769113805317,12.539538227610636,19.666666666666668,22.333333333333332,11.666666666666666,19.448448776430673,21.896897552861347,10.793795105722698,20.701381137830385,23.17801740426918,12.131289937146773,20.483163247594394,22.741581623797195,11.258418376202803,20.2649453573584,22.30514584332521,10.385546815258834
 2fingerpinch_top: end to end: cone_h_-0.5
Question 0,13.060513516784019,11.835768645392429,11.835768645392429,12.244016935856292,12.244016935856292,12.244016935856292,11.427520354928566,12.652265226320155,12.652265226320155,12.483163247594392,11.258418376202803,11.258418376202803,11.666666666666666,11.666666666666666,11.666666666666666,10.85017008573894,12.074914957130529,12.074914957130529,11.905812978404766,10.681068107013177,10.681068107013177,11.08931639747704,11.08931639747704,11.08931639747704,10.272819816549314,11.497564687940903,11.497564687940903
Question 1,13.060513516784019,11.835768645392429,22.164231354607569,12.244016935856292,12.244016935856292,21.755983064143706,11.427520354928566,12.652265226320155,21.347734773679843,12.483163247594392,11.258418376202803,22.741581623797195,11.666666666666666,11.666666666666666,22.333333333333332,10.85017008573894,12.074914957130529,21.925085042869469,11.905812978404766,10.681068107013177,23.318931892986821,11.08931639747704,11.08931639747704,22.910683602522958,10.272819816549314,11.497564687940903,22.502435312059095
Question 2,13.060513516784019,22.164231354607569,11.835768645392429,12.244016935856292,21.755983064143706,12.244016935856292,11.427520354928566,21.347734773679843,12.652265226320155,12.483163247594392,22.741581623797195,11.258418376202803,11.666666666666666,22.333333333333332,11.666666666666666,10.85017008573894,21.925085042869469,12.074914957130529,11.905812978404766,23.318931892986821,10.681068107013177,11.08931639747704,22.910683602522958,11.08931639747704,10.272819816549314,22.502435312059095,11.497564687940903
Question 3,13.060513516784019,22.164231354607569,22.164231354607569,12.244016935856292,21.755983064143706,21.755983064143706,11.427520354928566,21.347734773679843,21.347734773679843,12.483163247594392,22.741581623797195,22.741581623797195,11.666666666666666,22.333333333333332,22.333333333333332,10.85017008573894,21.925085042869469,21.925085042869469,11.905812978404766,23.318931892986821,23.318931892986821,11.08931639747704,22.910683602522958,22.910683602522958,10.272819816549314,22.502435312059095,22.502435312059095
Question 4,22.164231354607569,13.060513516784019,11.835768645392429,21.755983064143706,12.244016935856292,12.244016935856292,21.347734773679843,11.427520354928566,12.652265226320155,22.741581623797195,12.483163247594392,11.258418376202803,22.333333333333332,11.666666666666666,11.666666666666666,21.925085042869469,10.85017008573894,12.074914957130529,23.318931892986821,11.905812978404766,10.681068107013177,22.910683602522958,11.08931639747704,11.08931639747704,22.502435312059095,10.272819816549314,11.497564687940903
