Grasp Type,Approach,Hand Orientation,Shape,Shape Orientation,Changing Dimension,Average,Standard Deviation,Count,,Average,Standard Deviation,Count,
 3fingerpinch,top, opposite sides, ellipse,h,H,12.369999999999999,11.01,7,,12.31,11.789999999999999,7
 3fingerpinch,top, opposite sides, ellipse,h,W,24.0,13.529999999999999,8,,10.43,14.289999999999999,8
 3fingerpinch,top, opposite sides, ellipse,h,E,11.65,12.529999999999999,13,,10.109999999999999,11.1,13
 equidistant,top, 3 around the sides, cone,e,H,2.0899999999999999,1.47,11,,19.25,8.3499999999999996,11
 equidistant,top, 3 around the sides, cone,e,W,9.4000000000000004,11.33,12,,19.170000000000002,9.5,12
 equidistant,top, 3 around the sides, cone,e,E,8.5999999999999996,8.0800000000000001,12,,23.93,8.8000000000000007,12
 2fingerpinch,top, end to end, cone,h,H,7.5300000000000002,5.5099999999999998,6,,26.600000000000001,9.4700000000000006,6
 2fingerpinch,top, end to end, cone,h,W,10.83,9.8599999999999994,14,,23.800000000000001,9.7699999999999996,14
 2fingerpinch,top, end to end, cone,h,E,8.4000000000000004,10.279999999999999,8,,27.300000000000001,10.44,8
 equidistant,side," 2 pinch the sides, 1 on the top", cube,h,H,7.4199999999999999,7.21,18,,24.219999999999999,7.1699999999999999,18
 equidistant,side," 2 pinch the sides, 1 on the top", cube,h,W,4.5,7.9199999999999999,12,,16.710000000000001,8.0099999999999998,12
 equidistant,side," 2 pinch the sides, 1 on the top", cube,h,E,3.3399999999999999,2.3399999999999999,7,,20.370000000000001,8.3699999999999992,7
 equidistant,top," 2 around the sides, 1 on the base", cube,h,H,5.79,6.6699999999999999,28,,26.539999999999999,8.3599999999999994,28
 equidistant,top," 2 around the sides, 1 on the base", cube,h,W,7.8399999999999999,9.1099999999999994,27,,22.539999999999999,6.8600000000000003,27
 equidistant,top," 2 around the sides, 1 on the base", cube,h,E,5.2000000000000002,4.7599999999999998,26,,23.260000000000002,6.4699999999999998,26
 hook,side, around the sides, ellipse,h,H,3.6400000000000001,3.2400000000000002,5,,23.960000000000001,8.8599999999999994,5
 hook,side, around the sides, ellipse,h,W,5.8399999999999999,9.8900000000000006,9,,15.619999999999999,5.2800000000000002,9
 hook,side, around the sides, ellipse,h,E,7.25,10.539999999999999,8,,15.74,9.5500000000000007,8
 hook,side, around the sides, cylinder,h,H,4.5999999999999996,4.4900000000000002,8,,21.18,8.8399999999999999,8
 hook,side, around the sides, cylinder,h,W,6.3799999999999999,9.7300000000000004,9,,20.02,8.3800000000000008,9
 hook,side, around the sides, cylinder,h,E,5.5300000000000002,3.9399999999999999,3,,15.93,12.18,3
 3fingerpinch,side, end to end, cube,h,H,16.710000000000001,14.279999999999999,7,,7.4000000000000004,7.5599999999999996,7
 3fingerpinch,side, end to end, cube,h,W,2.9100000000000001,2.7599999999999998,9,,21.129999999999999,6.8200000000000003,9
 3fingerpinch,side, end to end, cube,h,E,3.3700000000000001,6.3399999999999999,14,,21.539999999999999,10.76,14
