 3fingerpinch_top: opposite sides: ellipse_h_0.0001
Question 0,14.413601215679034,11.696091172021527,11.696091172021527,13.685994340570035,12.181162422094193,12.181162422094193,12.958387465461037,12.666233672166859,12.666233672166859,13.727606875108998,11.181595416594,11.181595416594,13.0,11.666666666666666,11.666666666666666,12.272393124891,12.151737916739332,12.151737916739332,13.041612534538963,10.667099661166473,10.667099661166473,12.314005659429965,11.152170911239139,11.152170911239139,11.586398784320966,11.637242161311805,11.637242161311805
Question 1,14.413601215679034,22.303908827978471,11.696091172021527,13.685994340570035,21.818837577905807,12.181162422094193,12.958387465461035,21.333766327833139,12.666233672166859,13.727606875108998,22.818404583405997,11.181595416594,13.0,22.333333333333332,11.666666666666666,12.272393124891,21.848262083260664,12.151737916739332,13.041612534538963,23.332900338833525,10.667099661166473,12.314005659429965,22.847829088760861,11.152170911239139,11.586398784320965,22.362757838688193,11.637242161311805
Question 2,14.131855691384443,11.347993641641139,17.547616974205098,13.307692307692308,11.897435897435896,17.410256410256409,12.483528924000174,12.446878153230651,17.272895846307719,13.824163383692134,11.117224410871909,18.470693897282022,13.0,11.666666666666666,18.333333333333332,12.175836616307866,12.216108922461421,18.195972769384642,13.516471075999828,10.886455180102677,19.393770820358945,12.692307692307693,11.435897435897434,19.256410256410255,11.868144308615559,11.985339691692189,19.119049692461566
Question 3,14.131855691384443,22.652006358358857,17.547616974205098,13.307692307692308,22.102564102564102,17.410256410256409,12.483528924000174,21.553121846769344,17.272895846307719,13.824163383692134,22.882775589128087,18.470693897282022,13.0,22.333333333333332,18.333333333333332,12.175836616307866,21.783891077538577,18.195972769384642,13.516471075999828,23.113544819897317,19.393770820358945,12.692307692307693,22.564102564102562,19.256410256410255,11.868144308615559,22.014660308307803,19.119049692461566
Question 4,19.471002592366222,12.847971381588813,17.58084762547513,19.230230886194683,11.884884556902659,17.460461772389362,18.989459180023147,10.921797732216506,17.34007591930359,19.907438372838207,12.629753491352819,18.4537191864191,19.666666666666668,11.666666666666664,18.333333333333332,19.425894960495132,10.703579841980511,18.212947480247561,20.343874153310193,12.411535601116828,19.32659074736307,20.103102447138653,11.448448776430673,19.206204894277302,19.862330740967117,10.485361951744521,19.085819041191531
Question 5,18.53392026237189,22.811426066920134,17.634539428345061,19.230230886194683,22.115115443097341,17.460461772389362,19.926541510017472,21.418804819274552,17.286384116433666,18.970356042843875,23.029643957156125,18.507410989289031,19.666666666666668,22.333333333333332,18.333333333333332,20.362977290489457,21.637022709510543,18.159255677377637,19.40679182331586,23.247861847392119,19.380282550233002,20.103102447138653,22.551551223569327,19.206204894277302,20.799413070961442,21.855240599746537,19.032127238321607
Question 6,19.068387975974932,12.947786518074498,11.638479176658544,18.850170085738942,12.074914957130527,12.074914957130529,18.631952195502947,11.202043396186559,12.511350737602514,19.884884556902659,12.539538227610635,11.230230886194681,19.666666666666668,11.666666666666664,11.666666666666666,19.448448776430673,10.793795105722696,12.103102447138651,20.701381137830385,12.131289937146772,10.821982595730818,20.483163247594394,11.258418376202801,11.258418376202803,20.2649453573584,10.385546815258833,11.694854156674788
Question 7,19.068387975974932,22.361520823341454,12.9477865180745,18.850170085738942,21.925085042869469,12.074914957130529,18.631952195502947,21.488649262397484,11.202043396186561,19.884884556902659,22.769769113805317,12.539538227610636,19.666666666666668,22.333333333333332,11.666666666666666,19.448448776430673,21.896897552861347,10.793795105722698,20.701381137830385,23.17801740426918,12.131289937146773,20.483163247594394,22.741581623797195,11.258418376202803,20.2649453573584,22.30514584332521,10.385546815258834
 2fingerpinch_top: end to end: cone_h_0.0001
Question 0,14.659068876254553,20.634620695598461,11.580813570940396,13.909195896753085,20.246293616928057,12.11643712772716,13.159322917251618,19.857966538257653,12.652060684513922,14.016539646168134,21.254993745337071,11.131043109879903,13.266666666666666,20.866666666666667,11.666666666666666,12.516793687165199,20.478339587996263,12.202290223453428,13.374010416081715,21.875366795075681,10.681272648819411,12.624137436580247,21.487039716405278,11.216896205606174,11.87426445707878,21.098712637734874,11.752519762392936
Question 1,14.659068876254553,20.634620695598461,22.419186429059604,13.909195896753085,20.246293616928057,21.88356287227284,13.159322917251618,19.857966538257653,21.34793931548608,14.016539646168134,21.254993745337071,22.868956890120096,13.266666666666666,20.866666666666667,22.333333333333332,12.516793687165199,20.478339587996263,21.797709776546572,13.374010416081715,21.875366795075681,23.318727351180591,12.624137436580247,21.487039716405278,22.783103794393828,11.87426445707878,21.098712637734874,22.247480237607068
