obj11,sub8,grasp6,extreme1,"[1.6852196293659796, 1.570951932460853, 0.9050634606954705, 1.636626016606447]","[-0.7798864826080119, -0.15270939813185286, -0.0528306961481469]","[[-0.7963457032256737, -0.1458137510867171, -0.06275323531158929], [-0.7812874150799988, -0.16493296619398307, -0.06495136911627682]]","[-0.7739885566120874, -0.16309514224591917, 0.09382164587663068]","[0.01675751124886084, -0.9225460685910057, 0.37977416611303155, 0.0663288767971803]"
obj2,sub5,grasp1,optimal0,"[1.7860862874488308, 1.8836265920861968, 1.6426161718715468, 0.008590292412160139]","[-0.8185982626163812, -0.09394878408022815, 0.008324862635030137]","[[-0.7983462574685936, -0.11844004662317906, -0.006582348724344017], [-0.8457148724005148, -0.10595119657442426, 0.05745406125918973], [-0.8458660412613571, -0.07243774638713023, 0.05441763938851326], [-0.7944139206471029, -0.06857795450927914, 0.01717935759085796]]","[-0.7478507302713217, -0.16247067755506162, 0.050761069924955736]","[0.6179754939784914, -0.35214360238656783, -0.6821189318641491, -0.16974962424925258]"
obj2,sub5,grasp2,optimal0,"[1.8077589754483145, 1.2626267668441091, 1.8502239828654994, 0.3863001904121155]","[-0.8225005598261292, -0.08308017408946629, 0.023077787488279457]","[[-0.7959114053578481, -0.10237187966764673, 0.04776014215367974], [-0.8447796282467751, -0.08913083313347965, 0.03308953953863765], [-0.7912191360532772, -0.0644340127621153, 0.06872941270169888], [-0.8197498378801894, -0.05015201544124914, 0.0680923951543172]]","[-0.7848165440449764, -0.1751893996926437, 0.0935889654661459]","[0.5293580082491608, -0.43131142527705174, -0.6213385226041912, -0.3843032576702944]"
obj2,sub5,grasp2,extreme0,"[1.7950111547440069, 0.007067190920641215, 1.838630510488308, 0.38533597391687335]","[-0.8200755289156795, -0.08509816193170812, 0.043585664760140676]","[[-0.7971644901175813, -0.1069262487037164, 0.07325626542110691], [-0.8411935887878992, -0.0887114615558677, 0.03635059039179035], [-0.8342395720878433, -0.0640977680827406, 0.049543909801827955], [-0.7870893456571861, -0.07398339048187444, 0.07555908968002759]]","[-0.7834893271162717, -0.18378186394191834, 0.09361402406658895]","[0.530757973664309, -0.4195091129016876, -0.6210636905392575, -0.39571197843627826]"
obj2,sub5,grasp2,extreme1,"[1.7633515802759043, 0.007067190920641917, 1.8846880605690446, 0.3850730057818077]","[-0.819096792085894, -0.08013636811128196, 0.01899665049314065]","[[-0.808120320648202, -0.10657257783526027, 0.06767222681675225], [-0.8398180371473387, -0.08924698323844214, 0.018634596386061256], [-0.7902434127433321, -0.06886814820755863, 0.06416578673645792], [-0.8231432868395543, -0.05831618705250257, 0.06719201032862758]]","[-0.7815879370698651, -0.18125655342568542, 0.07062579247496835]","[0.5373028802570494, -0.36879789924538553, -0.6159816945523745, -0.44256104251962175]"
obj2,sub5,grasp3,extreme0,"[1.637187885638082, 1.5126318939987196, 1.0503514009100876, 0.012885438618239986]","[-0.8448790074938787, -0.06304135539255722, 0.06671646503567383]","[[-0.8673530869724113, -0.0777015691977763, 0.13346126510498726], [-0.8723442194960066, -0.04938816678995861, 0.11638763851396412], [-0.8348126312537593, -0.010834339649128916, 0.04077513145418457]]","[-0.7821986280097126, -0.16953977059583636, 0.09504867049714527]","[0.6542562645872717, -0.5025636593220699, -0.5431211640742546, -0.15619830252517772]"
obj2,sub5,grasp4,optimal0,"[1.3361943538075878, 0.6265917687983508, 1.5996601879883756, 0.21431903007887998]","[-0.809496398108117, -0.10195546821540888, 0.0833229392638616]","[[-0.8589463288760247, -0.07933282783616087, 0.04690208234982168]]","[-0.7564099887306364, -0.2082822197886036, 0.10121437157431347]","[0.6045103467624516, -0.44837567664534095, -0.604841694763423, -0.260178818364761]"
obj2,sub5,grasp4,extreme0,"[1.6872065386195152, 0.6265673991744857, 1.311660187988382, 0.21431903007887998]","[-0.7978017810282859, -0.11080130278583723, -0.00043561832961775044]","[[-0.7837898678453485, -0.13103556337526703, 0.10852505087807018], [-0.818751773271484, -0.05453192407477086, 0.07847075251491573]]","[-0.7564099887306364, -0.2082822197886036, 0.10121437157431347]","[0.6045103467624516, -0.44837567664534095, -0.604841694763423, -0.260178818364761]"
obj2,sub5,grasp4,extreme1,"[1.4361807196485257, 0.6249224495636475, 1.247929099272455, 0.21440668612390112]","[-0.8280732197534577, -0.07625656399530985, 0.044408141589295014]","[[-0.8513434758719175, -0.07456419541341149, 0.050838101355882875], [-0.8172451601076693, -0.049421847729735686, 0.06402957568723425]]","[-0.7531981160651866, -0.20669647909548283, 0.07316528922061374]","[0.6465479954307788, -0.4226731246071045, -0.5805330119853024, -0.2574966821816959]"
obj2,sub6,grasp1,optimal0,"[1.5945627029653153, 1.4497432340826193, 1.6051237723309164, 0.0166546485541883]","[-0.8345995323255857, -0.09754218950557968, 0.052035810280944964]","[[-0.8248407300528922, -0.13426422990241976, 0.01629440499593049], [-0.8242617607254161, -0.07025906035164182, 0.08287273115331377], [-0.811955670441934, -0.051837874123341315, 0.032630445857031586], [-0.8577258915824209, -0.10774566935846377, 0.053255948343636055], [-0.848461828983947, -0.07763193299729708, 0.06059897659602694]]","[-0.7840839138059414, -0.2059339431906259, 0.046927517235390855]","[0.4752969821023949, -0.5806453697828396, 0.33367498748974417, 0.5706178546784391]"
obj2,sub6,grasp2,optimal0,"[1.7412929864471556, 1.7567464144603366, 1.6381504857807216, 0.016566992509165823]","[-0.8124102090662918, -0.11228985538539446, 0.026659131315836183]","[[-0.7893483750849671, -0.13222954124765088, -0.0027297940964154735], [-0.795950304185892, -0.09063060288235306, 0.06755686266464246], [-0.8262267101471422, -0.10184743272772244, 0.07796560390895711], [-0.7915660057277489, -0.07888313571845737, 0.017924434263017323], [-0.8201178312189633, -0.0780885037121316, 0.013147262947659014]]","[-0.7334203371018789, -0.1944772413457096, 0.026601050805291283]","[0.35143968323534325, -0.611319951278007, 0.222871391473165, 0.673131791761251]"
obj2,sub6,grasp3,optimal0,"[1.3412970926214136, 1.3062536809186094, 1.0200871460188141, 0.017531209004407078]","[-0.8378664500102192, -0.10973180193517967, 0.022111356424090668]","[[-0.792517885614359, -0.13734870036663555, -0.05068711173031686], [-0.8406980291835389, -0.055884038921790856, -0.027932771282557813], [-0.8323493497570843, -0.04776221083827726, -0.07741441400417612], [-0.8880316303339785, -0.10415107596619974, -0.051285131301869756]]","[-0.7253730981171986, -0.18109094366729517, -0.04810050672648478]","[0.30426410749215327, -0.6776833798217639, 0.21101579764026424, 0.6353274138203051]"
obj2,sub6,grasp3,extreme0,"[1.262346516169669, 1.4876643095945288, 1.178864328897025, 0.01718058482431939]","[-0.8176489316396833, -0.10495022828710895, 0.0621517009747558]","[[-0.772264870118965, -0.11218404448476568, 0.011452133179558462], [-0.7861642386067681, -0.06361161330378111, -0.03536185406465073], [-0.8225441256630929, -0.057351936181542607, -0.04306663518588719], [-0.857010370703212, -0.1501581283005191, -0.03007943812560484], [-0.8841472433541007, -0.1157365447295631, -0.023859920401332783]]","[-0.7291087800123724, -0.17893229684820583, -0.021087807795743246]","[0.28923763741597874, -0.663605254513192, 0.22428579903232293, 0.6524304833750008]"
obj2,sub6,grasp3,extreme1,"[1.514027367233472, 1.387363344226, 1.080128365228715, 0.01718058482431939]","[-0.8115256607860138, -0.1025144368826002, 0.005964429269620785]","[[-0.7746620623608569, -0.11663633889104279, -0.05422752180678949], [-0.7786726692700845, -0.06400123737862592, -0.06070145179103512], [-0.8172365419298747, -0.0571668128984454, -0.07850255283222554], [-0.8088921045536597, -0.05127598528353909, -0.12629548116312905], [-0.8514676023908405, -0.14652126555572084, -0.10207383018107455], [-0.8803052092180766, -0.10715081216654221, -0.11037022927932014]]","[-0.7179244787730837, -0.17486189680584363, -0.0893930912549275]","[0.28688426267495215, -0.7034363265204587, 0.21097647655619778, 0.6151127382039685]"
obj2,sub6,grasp4,optimal0,"[1.9216966821895487, 1.5972634905868897, 1.0480532754492156, 0.15164495788812427]","[-0.8511418498043055, -0.12790829106229226, 0.009712256146989019]","[[-0.8567146512096246, -0.13098568776661762, 0.15736217940742886], [-0.8460317858233289, -0.13336646055703855, 0.10318938277388524], [-0.8193968778076665, -0.12505456367031093, 0.06596861423870021], [-0.8517921255529936, -0.15426515896491866, 0.05535325335115803]]","[-0.8158466120022821, -0.14348917861065036, 0.23120800655983292]","[0.08799500243778731, -0.9677197405132313, 0.22632382561092182, 0.06747524974251619]"
obj2,sub6,grasp4,optimal1,"[1.2657230243400548, 1.8155477805801619, 1.3452882493082678, 0.28663526722206023]","[-0.8501435007663204, -0.14800670663192447, 0.021253934479342533]","[[-0.8772578079419882, -0.17350284298933175, 0.16303911840848137], [-0.8623880478726555, -0.13862144735047224, 0.05505126525107869], [-0.8345163793161952, -0.18647893324899803, 0.09857150902630878], [-0.8518809388744936, -0.18728848520164415, 0.06306997836668538]]","[-0.8273863227684638, -0.17597374735854304, 0.23621377325768925]","[-0.0010726969996414657, -0.9876862274571427, 0.14691528554495367, 0.05376489826893516]"
obj2,sub6,grasp5,optimal0,"[1.7057668395780912, 1.6239147070587086, 1.3443118674050594, 0.2874241716272601]","[-0.836078775034039, -0.1476653030648633, 0.027387991376224313]","[[-0.8364379211545305, -0.18094394840031497, 0.06355777077383923], [-0.8485602946826184, -0.1379436858676841, 0.08134022714957662], [-0.8365229304376158, -0.13109984168810934, 0.14617865508523323], [-0.8335969545400279, -0.10647113725266985, 0.11979010280854765]]","[-0.7369137280605181, -0.22809738875879582, 0.0832026648793096]","[0.7263045762758951, -0.21937007051854926, -0.588792535103846, -0.27871452284975334]"
obj2,sub6,grasp6,optimal0,"[0.8345499540441784, 0.9639089231897366, 1.5768729862916024, 0.2777820066748349]","[-0.8830441212225454, -0.13089667609682648, 0.06040862816605895]","[[-0.843704377643659, -0.15584659820170524, 0.03359066211108339], [-0.882941349332191, -0.06464694610192741, 0.019423472219139662], [-0.9069295024415579, -0.12717985783310187, 0.08453249395934555]]","[-0.7772311787634965, -0.19776053822686637, 0.07467583653929138]","[0.17350601474753558, -0.6718620683923152, 0.2101004624718488, 0.6887342154787601]"
obj5,sub6,grasp1,optimal0,"[1.2714069974248068, 1.2618261522513678, 1.222777963222193, 0.018407769454628964]","[-0.8162722373043704, -0.1044601898208305, -0.0100262287702067]","[[-0.7366048928409905, -0.16261543834980577, -0.02269617765424413], [-0.7977013358489202, -0.0874746304314374, -0.0453695584374694], [-0.7987812160316116, -0.08693495373298454, -0.09636964274706308], [-0.8356994080129688, -0.12361747604291878, -0.06592666956134494]]","[-0.6826493500169892, -0.22237833889791575, -0.059793600238176564]","[0.23577417838642495, -0.6718405255242456, 0.27016360739973744, 0.6481145502966835]"
obj5,sub6,grasp1,extreme0,"[1.2771389315623025, 1.2858870763110286, 1.2105464517954783, 0.017618865049429333]","[-0.8134446058955768, -0.10589446879771192, -0.009402836600398501]","[[-0.7421934956250364, -0.16805035375543412, -0.05438953894203757], [-0.7991193485810251, -0.0852060742657895, -0.08076496513534379], [-0.7938729401138589, -0.09159653817061719, -0.13311456102043456], [-0.8307527683676933, -0.12670872003283642, -0.10685781301005534]]","[-0.6785610956056024, -0.2201610499061556, -0.08756886857915737]","[0.23437593922102168, -0.6963415341218411, 0.2612790199812212, 0.6260268849568342]"
obj5,sub6,grasp1,extreme1,"[1.2412242252458263, 1.25738580817868, 1.2395543557925748, 0.017881833184495877]","[-0.8249880776597606, -0.10069453202504602, 0.004027463857310273]","[[-0.7970906705859392, -0.09025767954030955, 0.09673913431411509], [-0.7924971012070878, -0.09701606372719086, 0.044115597600723325], [-0.8343435728556169, -0.12781781032537792, 0.06933364494028672]]","[-0.6929970288474051, -0.24038284490876488, 0.08456745022973923]","[0.27704426218673883, -0.6764283913972177, 0.2865456918714021, 0.6193405158482024]"
obj5,sub6,grasp2,optimal0,"[1.2232485948696965, 1.2094614533149697, 1.2711871742984941, 0.016128712284054547]","[-0.736716168600493, -0.10771029545230892, 0.0011875265713206333]","[[-0.7636055542278039, -0.09998723006000859, 0.14591910039173983], [-0.739774240432621, -0.08144125279084893, 0.04950036831460623], [-0.7007603670304131, -0.11415241944974922, 0.04572120160679836], [-0.7581750943056254, -0.13369892299780148, 0.041777444965789466]]","[-0.7536357970095662, -0.138885687012922, 0.22122409621504513]","[0.06728686714217774, -0.9289544294829913, 0.36386632229529203, -0.010837202287476103]"
obj5,sub6,grasp2,extreme0,"[1.2291389315623005, 1.1884492685030361, 1.2771384350507673, 0.01612871228405499]","[-0.736770719318455, -0.12333110133330116, -0.0042081641484226886]","[[-0.7600334864346205, -0.09318587285049441, 0.14104746270893492], [-0.693904156325831, -0.1339128231649013, 0.046028315502849936], [-0.7581006901125542, -0.14369175417846533, 0.04240837134595912]]","[-0.7546652485340072, -0.13412800411809023, 0.21921697041229476]","[0.024297865554747645, -0.9111002062501141, 0.40971267844531367, -0.03796773658845137]"
obj5,sub6,grasp2,extreme1,"[1.2530414530668443, 1.176449268503034, 1.2560896958030374, 0.016041056239032514]","[-0.6962348855450439, -0.16870953525368404, -0.007810975326330597]","[[-0.7679299524041534, -0.1081128912067311, 0.13811189615403854], [-0.7241118045625186, -0.11121347948666119, 0.042160191647009154], [-0.7561327585798058, -0.15282643446737593, 0.039906036750802384]]","[-0.7530904746903156, -0.13661742338416474, 0.2196199508494642]","[-0.01128685844849614, 0.895060936608053, -0.4419645950552147, 0.05835943199139642]"
obj5,sub6,grasp2,extreme2,"[1.223053637878772, 1.1884492685030397, 1.277004402119512, 0.016479336464143568]","[-0.7475647157360553, -0.13551463899110514, 0.010351284902617323]","[[-0.7496806324302427, -0.10534165010559465, 0.10311116125728433], [-0.7115652937175986, -0.1423004033244865, 0.10885392388951612], [-0.7758293808323016, -0.15312462012707279, 0.11206483012694914]]","[-0.7581361752389123, -0.13443198792264477, 0.28515350013434554]","[0.015198018690936028, 0.9151526909870109, -0.4026668919036613, 0.011133129467848448]"
obj5,sub6,grasp3,optimal0,"[1.375759820271832, 1.3126217078342566, 1.1127176295685615, 0.9170575430205474]","[-0.9024212274889479, -0.1319997190528566, 0.009352938813511081]","[[-0.8637610444221842, -0.16634877731217346, 0.14963073516171835], [-0.8653173860759846, -0.11561579586155554, 0.06198261457446978], [-0.8759105746116819, -0.16838670927320212, 0.057972341881463045]]","[-0.8158012239010896, -0.1507904436489816, 0.22969244910110917]","[-0.016984146491059785, -0.9110082389483953, 0.4065899045033514, 0.06678455579001241]"
obj5,sub6,grasp3,extreme0,"[1.375540493657046, 1.4414511204672045, 1.118681075132761, 0.9117981803192249]","[-0.9089055115700564, -0.1410113513322482, 0.009352759011425446]","[[-0.8560192918746801, -0.12403618505909059, 0.11106493962082642], [-0.803342039480477, -0.16566706855841465, 0.11115113900739734], [-0.8632135599931541, -0.17675725274099016, 0.10917077908960271]]","[-0.8086676293783601, -0.14812212553937706, 0.28135482297319775]","[0.03272641164816281, 0.9284331272683617, -0.36731478005790197, -0.044952892257786856]"
obj5,sub6,grasp4,optimal0,"[1.2515543557925737, 1.2903574127555166, 1.2162376982838454, 0.018495425499649665]","[-0.8597179574262372, -0.08109720108711015, 0.0100690623948531]","[[-0.8346290612024699, -0.07140913636184473, 0.0657448914885312], [-0.8345986220923713, -0.07477775857613644, 0.016793791752073114], [-0.8844870758853717, -0.089399158099742, 0.03561833650502797]]","[-0.790507563744304, -0.24595231940675646, 0.03570188216283114]","[0.4196877386489423, -0.5944820636296676, 0.3739706327349287, 0.5749776029570075]"
obj5,sub6,grasp4,extreme0,"[1.3354214770054367, 1.3118483882275795, 1.1609217385951776, 0.018495425499651663]","[-0.8501810454051512, -0.07863661937628942, 0.010105014649047839]","[[-0.8315159066380944, -0.17990751127513832, 0.09588648545985212], [-0.8196609770011295, -0.07626940121990328, 0.10377258522278693], [-0.8216009164675105, -0.07730000475974187, 0.048782868986813596], [-0.8734227892650069, -0.08371954559585745, 0.08662725179958576]]","[-0.789939696949994, -0.24903001562091467, 0.07652632698813232]","[0.40838033965755877, -0.5363089797397382, 0.4447377118345688, 0.5897512561274031]"
obj5,sub6,grasp4,extreme1,"[1.3384092921935038, 1.3208605730395118, 1.157958293030973, 0.018846049679740462]","[-0.8377781838592474, -0.08377434554913231, 0.009118765361403937]","[[-0.8013882965354532, -0.1761347092564567, 0.01931475852505233], [-0.8117865383393796, -0.07977242462112488, 0.0006266234614895807], [-0.8116758213150119, -0.08208925496819078, -0.05433730481824076], [-0.8643673522612889, -0.08967569532481673, -0.021237090360688212]]","[-0.7779837654386957, -0.2536528578147834, -0.011063987403653063]","[0.39289670823258716, -0.5759560983835897, 0.45379880501034603, 0.5549535061299566]"
obj11,sub7,grasp1,optimal0,"[1.4189924723231144, 1.376857942880324, 1.3659586017535215, 0.0741570140886425]","[-0.8443882964183949, -0.14190194778593326, 0.13400341934765647]","[[-0.8885585697905077, -0.13578516158868414, 0.11887777744181752], [-0.852454035542514, -0.1349754026235533, 0.08204196100223811], [-0.8807093702410593, -0.15714797345523046, 0.10888282400173355]]","[-0.7584715432966231, -0.1362688459166754, 0.23099483567698914]","[0.03163996413344778, 0.9305988831711279, -0.01492037710833271, -0.36436522015311545]"
obj11,sub7,grasp1,extreme0,"[1.4007244064606084, 1.3856508010774817, 1.3743371763449814, 0.06819640302714491]","[-0.8617168535596145, -0.14084424345877358, 0.07240479519011915]","[[-0.8627239576063341, -0.12615442982437913, 0.03513176048554226], [-0.8378181747177528, -0.1372580997331821, 0.02524328269721704]]","[-0.7827529650782921, -0.10643509454781097, 0.1868827376208427]","[0.015773780074685488, 0.9628367295601991, 0.2107158540944824, -0.16821251114351932]"
obj11,sub7,grasp1,extreme1,"[1.4036269279651514, 1.3976873555132727, 1.3652762522853212, 0.07547185476397367]","[-0.8523802517539693, -0.15310194788665898, 0.093241622370231]","[[-0.8021541114043379, -0.17294699608448524, 0.04007655928770836], [-0.8540310959247889, -0.1695569453225616, 0.052731380877500164]]","[-0.7851141465890038, -0.12449138425473334, 0.20654162127772888]","[-0.11626932938326491, 0.018768225088499124, 0.9863566875810041, -0.1150203531381399]"
obj11,sub7,grasp2,optimal0,"[1.627415223663983, 1.4677852300049712, 1.1722562036637754, 0.014375591383613884]","[-0.8773610370736329, -0.1453911647703199, 0.10074928820691484]","[[-0.7898440895196793, -0.15628764471905787, 0.09334369070595962], [-0.8666729103310067, -0.13290728267994834, 0.09664650092341479], [-0.8743664501079014, -0.12154570215756655, 0.05393982208592511], [-0.888118523481797, -0.15283456350188648, 0.08950470987182174]]","[-0.7107978311371581, -0.160209561778496, 0.10668950089224263]","[0.026558724638367226, -0.7536198636007396, 0.14634661020005743, 0.6402612006165441]"
obj11,sub7,grasp3,optimal0,"[1.7459658349696237, 1.5101781969033714, 0.8540700227594651, 1.5247769031583271]","[-0.8636469528936904, -0.2956134143072306, 0.02098428160492687]","[[-0.8234108114028061, -0.2848832784237553, -0.01780769006848374], [-0.8468655632920061, -0.30579290794920394, -0.007985383170797004]]","[-0.6732819864259314, -0.3100896059765206, -0.0069069564282509145]","[-0.4646722634624898, -0.45107702049772697, 0.5633599906979521, 0.513064060355374]"
obj11,sub7,grasp3,extreme0,"[1.7077441196916578, 1.560433326426873, 0.8529002808139804, 1.534068443930663]","[-0.8286754159019338, -0.2947112496753777, 0.018426744972342413]","[[-0.7519316552584087, -0.3014459930380878, -0.015950586196005714], [-0.8269714091152593, -0.28394111240650804, -0.017730618481266704], [-0.842839599858021, -0.304105603508701, -0.008183253774738303]]","[-0.6736170936758394, -0.31145828199506265, -0.006877237426117023]","[-0.4668460265915998, -0.45370521729767355, 0.5619212467099245, 0.5103438798971438]"
obj11,sub7,grasp4,optimal0,"[1.6196078994057355, 1.6360090990709197, 0.3865144192994028, 1.5764063136763073]","[-0.7857306338073176, -0.17056305431244506, 0.015098873951317782]","[[-0.7995798766209937, -0.17871261739964261, 0.0207197542243438], [-0.7906769764329747, -0.15698454297520265, 0.022720529209558395]]","[-0.6917317721118965, -0.20999852110627276, 0.14051112788688402]","[0.3072768937576904, -0.7506057025788783, -0.5557568270567178, 0.1825002438314621]"
obj11,sub7,grasp4,extreme0,"[1.6115781083424658, 1.6507201928723156, 0.3865387889232663, 1.5765816257663514]","[-0.7755927089336739, -0.17554000852336135, 0.013899604376416132]","[[-0.7926243725312662, -0.18079676149576748, 0.01014094753561485], [-0.7773620614958617, -0.16227600025658392, 0.008511554945403458]]","[-0.6880670811960183, -0.21005608156552083, 0.13420141016448156]","[0.28817917496373596, -0.7770035551562664, -0.5269919941447632, 0.18840827078201572]"
obj11,sub7,grasp4,extreme1,"[1.6120045767600786, 1.637715469252957, 0.3865509737351985, 1.5781594345767476]","[-0.7818951726843424, -0.1726940330648138, -0.0013049889949451545]","[[-0.7887882195139081, -0.18237475987926294, 0.006676939432097691], [-0.7833528520427416, -0.15871297572758283, 0.012925817979899803]]","[-0.6881452134524185, -0.21013662610206008, 0.13423950931807468]","[0.28804700762028046, -0.7774821769310728, -0.5261908940703265, 0.1888743734681665]"
obj13,sub7,grasp5,optimal0,"[1.4289109092358794, 1.2962833108608527, 1.282721561473365, 0.013937311158505272]","[-0.8283860160313471, -0.2440001863665216, 0.04599321296918231]","[[-0.8183610531153529, -0.22260676203067406, 0.04322488335406433], [-0.7989012655155925, -0.18755003663754882, 0.006755104198986436], [-0.8296763521112442, -0.23898807553302084, 0.020073986606389864]]","[-0.665750128721977, -0.3009584122814679, 0.033695624903737655]","[0.3437801068999049, -0.7241254878211516, -0.021422662418412064, 0.5974935861769364]"
obj13,sub7,grasp5,extreme0,"[1.4562520839699773, 1.3527837335716335, 1.260284250176909, 0.014989183698768338]","[-0.8603840191330591, -0.2689775864604638, -0.05616344977027504]","[[-0.841188402511939, -0.25672754591037944, -0.07600082353373828], [-0.8439681706236587, -0.2454091057424842, -0.12715194329646856]]","[-0.6783820714429079, -0.30320227109214754, -0.09165881547814522]","[0.08429913710300047, -0.7034111249184499, 0.09431473257065742, 0.6994363273699585]"
obj13,sub7,grasp5,extreme1,"[1.4714470409608877, 1.4091547530760247, 1.2629694848198312, 0.013674343023438285]","[-0.8342405791330786, -0.27816445646046006, -0.06677317977027633]","[[-0.8415402417963573, -0.2611488673067419, -0.07149909384790838], [-0.8416598324930348, -0.25257602581643135, -0.12350809316705316], [-0.8534579937606431, -0.28439810817498556, -0.08767977019208777]]","[-0.6787422385879451, -0.303512673768017, -0.09045329000426997]","[0.09963856169720348, -0.703576619903833, 0.07402925501880975, 0.6996940519605479]"
