obj,sub,JointAngles,ObjTransformation,HandTransformation,grasp,ContactLinkNames,type
2,5,"[  6.22248350e-01  -1.81954557e+00   1.27485841e+00   9.46125262e-01
   4.72371197e-01   9.64193903e-01   1.29561271e+00   2.22044605e-16
   2.22044605e-16   3.85073006e-01   1.78705694e+00   8.37758041e-01
   3.85073006e-01   1.68737887e-03   7.80284894e-03   1.99653735e+00
   8.37758041e-01]","[[-0.99799829  0.06202891  0.0123221  -0.78052717]
 [ 0.00906206 -0.05256639  0.99857631 -0.11552765]
 [ 0.06258832  0.99668911  0.05189906 -0.14592676]
 [ 0.          0.          0.          1.        ]]","[[-0.15058745  0.92992416 -0.33550631 -0.78158794]
 [-0.02123314  0.33625567  0.94153135 -0.18125655]
 [ 0.98836864  0.14890665 -0.03089068  0.07062579]
 [ 0.          0.          0.          1.        ]]",2,"['palm contact', 'finger_1_med', 'finger_1_dist', 'finger_3_med', 'finger_3_dist']",extreme1
2,5,"[  6.47193799e-01  -1.47574382e+00   2.19325819e+00   1.31598507e+00
  -1.38951775e+00   4.26114560e-01   2.95350380e+00   2.22044605e-16
   2.22044605e-16   8.59029241e-03   1.73566858e+00   6.62790147e-01
   8.59029241e-03   1.91922472e+00   6.47930986e-01   1.55481225e+00
   8.37758041e-01]","[[-0.75043143 -0.15233879 -0.64315283 -0.7288655 ]
 [-0.65904188  0.09861028  0.74561372 -0.11056614]
 [-0.05016441  0.98339662 -0.1743979  -0.13874799]
 [ 0.          0.          0.          1.        ]]","[[ 0.01179766  0.69020985 -0.72351308 -0.74785073]
 [ 0.27060542  0.6943599   0.6668111  -0.16247068]
 [ 0.96261806 -0.20365337 -0.17858271  0.05076107]
 [ 0.          0.          0.          1.        ]]",1,"['palm contact', 'finger_2_med', 'finger_2_dist', 'finger_3_med']",optimal0
2,4,"[  3.36672260e-01  -1.12067478e+00   2.57320705e+00   9.93252560e-01
   6.90449497e-01   1.01448317e+00   1.10974725e+00   2.22044605e-16
   2.22044605e-16   2.91018069e-02   1.91054239e+00   8.37758041e-01
   2.91018069e-02   1.61828837e+00   7.27925017e-01   1.31225920e+00
   8.37758041e-01]","[[-0.01835099  0.38835541 -0.92132693 -0.86350328]
 [-0.99879338  0.03486235  0.03458906 -0.08978598]
 [ 0.04555247  0.92084998  0.38724706 -0.12457804]
 [ 0.          0.          0.          1.        ]]","[[-0.22349969  0.960312   -0.16687943 -0.79104665]
 [ 0.97359636  0.21178946 -0.0851784  -0.12348108]
 [-0.04645453 -0.18151056 -0.98229115  0.24778902]
 [ 0.          0.          0.          1.        ]]",7,"['palm contact', 'finger_1_dist', 'finger_2_dist', 'finger_3_dist']",optimal0
17,11,"[  7.75098578e-01  -1.97335090e+00   1.15339336e+00   1.39413287e+00
   5.54288934e-02  -2.48836987e-01  -2.60396578e+00   2.22044605e-16
   2.22044605e-16   2.60925749e+00   1.14238617e+00   3.92216389e-01
   2.60925749e+00   1.42178543e+00   4.82052440e-01   8.53016037e-01
   2.93190771e-01]","[[ 1.          0.          0.         -0.9253    ]
 [ 0.          1.          0.         -0.25760001]
 [ 0.          0.          1.          0.0126    ]
 [ 0.          0.          0.          1.        ]]","[[  2.16378408e-01  -1.94576992e-01  -9.56723669e-01  -7.33025512e-01]
 [  9.75340780e-01  -5.63285028e-04   2.20703526e-01  -2.23208813e-01]
 [ -4.34827365e-02  -9.80887087e-01   1.89656993e-01   6.78826568e-02]
 [  0.00000000e+00   0.00000000e+00   0.00000000e+00   1.00000000e+00]]",5,"['finger_1_med', 'finger_1_dist', 'finger_3_med', 'finger_3_dist']",optimal0
17,11,"[  8.06946941e-01  -1.69631125e+00   1.03452821e+00   1.48046190e+00
  -8.03284063e-01  -7.60585629e-01  -1.88793684e+00   2.22044605e-16
   2.22044605e-16   8.99438678e-01   1.60638468e+00   8.37758041e-01
   8.99438678e-01   1.38898892e+00   7.65341876e-01   1.30437454e+00
   8.37758041e-01]","[[ 1.          0.          0.         -0.8768    ]
 [ 0.          1.          0.         -0.26249999]
 [ 0.          0.          1.          0.2027    ]
 [ 0.          0.          0.          1.        ]]","[[ 0.22197614  0.10662452 -0.96920473 -0.71085331]
 [ 0.95928344 -0.20192342  0.19748979 -0.24742035]
 [-0.17464788 -0.97358007 -0.14710531  0.27153008]
 [ 0.          0.          0.          1.        ]]",1,"['palm contact', 'finger_1_dist', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",optimal0
17,11,"[  7.74952485e-01  -1.97356810e+00   1.15339336e+00   1.41177365e+00
   3.63727403e-02  -3.03317026e-01   6.83047842e-01   2.22044605e-16
   2.22044605e-16   2.55955651e-02   1.44893689e+00   7.84457322e-01
   2.55955651e-02   1.69237964e+00   7.75570460e-01   1.40175164e+00
   8.37758041e-01]","[[ 1.          0.          0.         -0.88150001]
 [ 0.          1.          0.         -0.23540001]
 [ 0.          0.          1.          0.0313    ]
 [ 0.          0.          0.          1.        ]]","[[-0.16513435  0.19481997 -0.96683806 -0.7315597 ]
 [-0.97280833  0.12924475  0.19219716 -0.22062423]
 [ 0.16240259  0.97228647  0.16817974  0.06906811]
 [ 0.          0.          0.          1.        ]]",5,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_2_prox', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",optimal1
17,15,"[ 0.68141618 -1.5647147   1.84072221  0.75429244  0.58354527  0.32688024
 -0.51156667  0.          0.          0.60938482  1.52351904  0.51490008
  0.60938482  1.64043905  0.75945957  0.83092671  0.79926535]","[[ 1.          0.          0.         -0.99919999]
 [ 0.          1.          0.         -0.32069999]
 [ 0.          0.          1.          0.015     ]
 [ 0.          0.          0.          1.        ]]","[[-0.36756715 -0.30682766 -0.87792436 -0.80597447]
 [-0.91136238  0.30686744  0.27431914 -0.32440234]
 [ 0.1852377   0.90093793 -0.39242558  0.10928208]
 [ 0.          0.          0.          1.        ]]",5,"['finger_1_dist', 'finger_2_dist', 'finger_3_dist']",optimal0
17,15,"[  6.81964030e-01  -1.64969452e+00   1.88405371e+00   8.17867423e-01
   8.54443113e-01  -2.97307617e-02   2.05828782e+00   2.22044605e-16
   2.22044605e-16   3.13633329e+00   2.10385465e+00   7.10636030e-01
   3.13633329e+00   2.21037428e+00   8.37758041e-01   2.06596533e+00
   6.97179951e-01]","[[ 1.          0.          0.         -0.95779997]
 [ 0.          1.          0.         -0.35859999]
 [ 0.          0.          1.         -0.0013    ]
 [ 0.          0.          0.          1.        ]]","[[ 0.09261645  0.25874135 -0.96149628 -0.8029194 ]
 [ 0.99371401  0.0369687   0.10566822 -0.31303349]
 [ 0.06288601 -0.96523895 -0.253691    0.03705391]
 [ 0.          0.          0.          1.        ]]",3,"['palm contact', 'finger_1_prox', 'finger_1_dist', 'finger_2_dist', 'finger_3_dist']",extreme0
17,15,"[  6.90035691e-01  -1.57144793e+00   1.85039198e+00   8.07470443e-01
   1.14882510e+00   3.37633916e-02   1.94496024e+00   2.22044605e-16
   2.22044605e-16   1.70534836e+00   1.56469108e+00   8.37758041e-01
   1.70534836e+00   1.53750894e+00   8.37758041e-01   2.97592273e-03
   5.95798138e-03]","[[ 1.          0.          0.         -0.97750002]
 [ 0.          1.          0.         -0.36199999]
 [ 0.          0.          1.          0.0217    ]
 [ 0.          0.          0.          1.        ]]","[[ 0.13776489  0.21289932 -0.96731314 -0.80832941]
 [ 0.9803057  -0.16882915  0.1024571  -0.32567993]
 [-0.14149761 -0.96237758 -0.23196514  0.10791493]
 [ 0.          0.          0.          1.        ]]",7,"['finger_1_dist', 'finger_2_dist']",optimal0
17,11,"[  7.74952485e-01  -1.97351380e+00   1.15330214e+00   1.41168843e+00
   3.72425233e-02  -3.03870524e-01   6.86130188e-01   2.22044605e-16
   2.22044605e-16   6.45762084e-01   1.44893689e+00   7.84440959e-01
   6.45762084e-01   1.69225693e+00   6.94306294e-01   1.40178232e+00
   8.37758041e-01]","[[ 1.          0.          0.         -0.88150001]
 [ 0.          1.          0.         -0.23540001]
 [ 0.          0.          1.          0.0313    ]
 [ 0.          0.          0.          1.        ]]","[[-0.16368458  0.19535548 -0.96697652 -0.73158239]
 [-0.97243065  0.1330758   0.19149274 -0.22070789]
 [ 0.16609033  0.97166201  0.1681872   0.06911656]
 [ 0.          0.          0.          1.        ]]",5,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_2_prox', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",extreme0
17,9,"[ 0.82016839 -1.6171687   1.16858219  0.7263399  -0.15331901 -0.49016221
 -2.47923352  0.          0.          0.93616656  1.6433843   0.73877742
  0.93616656  1.50983593  0.67681073  1.28685648  0.75198806]","[[ 1.          0.          0.         -0.8976    ]
 [ 0.          1.          0.         -0.59539998]
 [ 0.          0.          1.          0.1736    ]
 [ 0.          0.          0.          1.        ]]","[[-0.53375409  0.0823923  -0.84161635 -0.74274905]
 [ 0.83635813 -0.09561705 -0.53978001 -0.4904212 ]
 [-0.12494659 -0.99200246 -0.01787348  0.23000144]
 [ 0.          0.          0.          1.        ]]",5,"['palm contact', 'finger_1_dist', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",extreme1
17,15,"[  7.34046330e-01  -1.53493104e+00   1.75237156e+00   7.17306461e-01
   1.21366346e+00   3.08931079e-01  -7.07295629e-01   2.22044605e-16
   2.22044605e-16   1.96349541e-02   1.45332408e+00   8.37758041e-01
   1.96349541e-02   1.65096216e+00   8.37758041e-01   1.09719510e+00
   6.33511567e-01]","[[ 1.          0.          0.         -0.99440002]
 [ 0.          1.          0.         -0.4192    ]
 [ 0.          0.          1.          0.0484    ]
 [ 0.          0.          0.          1.        ]]","[[-0.26215503 -0.2829463  -0.92261375 -0.79138743]
 [-0.78596002  0.61734177  0.03399993 -0.3860968 ]
 [ 0.55994785  0.73405077 -0.38422373  0.15424568]
 [ 0.          0.          0.          1.        ]]",1,"['finger_1_dist', 'finger_2_dist', 'finger_3_dist']",extreme0
17,15,"[ 0.67915173 -1.62099687  1.89148849  0.7835233   1.11917341 -0.36293669
  1.81118643  0.          0.          0.02962774  1.52502234  0.83775804
  0.02962774  1.57938662  0.83775804  1.36205222  0.83775804]","[[ 1.          0.          0.         -0.96759999]
 [ 0.          1.          0.         -0.38620001]
 [ 0.          0.          1.          0.0396    ]
 [ 0.          0.          0.          1.        ]]","[[-0.00293904 -0.09089832 -0.99585584 -0.80828443]
 [ 0.99996377  0.00768839 -0.00365293 -0.33023548]
 [ 0.00798857 -0.9958305   0.09087244  0.08080519]
 [ 0.          0.          0.          1.        ]]",3,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_2_prox', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",extreme1
17,9,"[  5.72247881e-01  -1.57524894e+00   1.08109817e+00   9.11014146e-02
  -6.59058241e-01   2.05031556e-01  -1.84242086e+00   2.22044605e-16
   2.22044605e-16   2.81393436e+00   1.59497186e+00   8.37758041e-01
   2.81393436e+00   1.56972254e+00   8.37758041e-01   6.07456392e-03
   1.25622800e-02]","[[ 1.          0.          0.         -0.92949998]
 [ 0.          1.          0.         -0.55500001]
 [ 0.          0.          1.          0.1807    ]
 [ 0.          0.          0.          1.        ]]","[[-0.42288071 -0.138074   -0.89560453 -0.78388811]
 [ 0.89225136 -0.2360933  -0.38489928 -0.46457208]
 [-0.15830164 -0.96187085  0.22303602  0.20850976]
 [ 0.          0.          0.          1.        ]]",7,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_2_prox', 'finger_2_med', 'finger_2_dist', 'finger_3_med']",extreme0
17,11,"[ 0.80826178 -1.9745998   1.14490951  1.16872292 -0.4619338   0.69361234
 -2.60458225  0.          0.          2.35961308  1.10302423  0.83775804
  2.35961308  0.53364124  0.53124414  0.80512516  0.77296883]","[[ 1.          0.          0.         -0.84890002]
 [ 0.          1.          0.         -0.2676    ]
 [ 0.          0.          1.          0.0865    ]
 [ 0.          0.          0.          1.        ]]","[[ 0.74957346 -0.35321642 -0.55980157 -0.71768255]
 [ 0.63874192  0.60782984  0.4717538  -0.28772838]
 [ 0.17363291 -0.71118286  0.68122724  0.06365632]
 [ 0.          0.          0.          1.        ]]",4,"['palm contact', 'finger_1_dist', 'finger_3_med']",optimal0
17,15,"[  6.34081916e-01  -1.56574641e+00   1.84099588e+00   8.97890088e-01
   1.09054964e+00  -2.84656229e-02   1.95379629e+00   2.22044605e-16
   2.22044605e-16   1.54274639e-02   2.38822401e+00   8.02423305e-01
   1.54274639e-02   2.38896032e+00   8.01883344e-01   8.21569430e-01
   7.07273545e-01]","[[ 1.          0.          0.         -1.02020001]
 [ 0.          1.          0.         -0.2721    ]
 [ 0.          0.          1.         -0.0084    ]
 [ 0.          0.          0.          1.        ]]","[[ 0.24706734  0.15487509 -0.95654139 -0.82335431]
 [ 0.96585539 -0.11880246  0.23023759 -0.24853751]
 [-0.0779814  -0.98076485 -0.17893915  0.11201725]
 [ 0.          0.          0.          1.        ]]",6,"['finger_3_med', 'finger_3_dist']",optimal0
17,9,"[  5.72247881e-01  -1.57527609e+00   1.08114378e+00   9.03344242e-02
  -6.60718735e-01   2.03371061e-01  -1.84098244e+00   2.22044605e-16
   2.22044605e-16   9.51594025e-01   1.59549342e+00   8.37758041e-01
   9.51594025e-01   1.57082701e+00   8.37758041e-01   6.07456392e-03
   1.25622800e-02]","[[ 1.          0.          0.         -0.92919999]
 [ 0.          1.          0.         -0.55559999]
 [ 0.          0.          1.          0.1816    ]
 [ 0.          0.          0.          1.        ]]","[[-0.42409124 -0.1363029  -0.89530338 -0.78374778]
 [ 0.89173921 -0.23527365 -0.38658438 -0.46483756]
 [-0.15794873 -0.96232418  0.22132414  0.2082736 ]
 [ 0.          0.          0.          1.        ]]",7,"['palm contact', 'finger_1_prox', 'finger_1_dist', 'finger_2_prox', 'finger_2_dist', 'finger_3_med']",extreme1
17,9,"[  9.16078717e-01  -1.39326181e+00   1.16379292e+00  -5.82230930e-01
   4.12118962e-01   1.48748694e+00  -1.97393429e+00   2.22044605e-16
   2.22044605e-16   2.49819728e-02   2.57708772e-03   1.86123002e-02
   2.49819728e-02   1.38800718e+00   8.37758041e-01   1.29722619e+00
   8.37758041e-01]","[[ 1.          0.          0.         -0.58139998]
 [ 0.          1.          0.         -0.74339998]
 [ 0.          0.          1.          0.2089    ]
 [ 0.          0.          0.          1.        ]]","[[  4.91398862e-04  -4.37946180e-02  -9.99040435e-01  -4.16887342e-01]
 [  4.54834926e-01  -8.89711489e-01   3.92257198e-02  -7.00213514e-01]
 [ -8.90575628e-01  -4.54417757e-01   1.94821186e-02   2.62794252e-01]
 [  0.00000000e+00   0.00000000e+00   0.00000000e+00   1.00000000e+00]]",8,"['palm contact', 'finger_2_prox', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",optimal0
17,11,"[  7.61329274e-01  -1.96797518e+00   1.17574330e+00   1.33550072e+00
   4.90162212e-01  -3.24587172e-01   2.95648340e+00   2.22044605e-16
   2.22044605e-16   1.16608837e+00   1.55398390e+00   8.25314389e-01
   1.16608837e+00   1.20248754e+00   8.37758041e-01   1.22718463e-04
   1.31308755e-02]","[[ 1.          0.          0.         -0.90420002]
 [ 0.          1.          0.         -0.25940001]
 [ 0.          0.          1.          0.0403    ]
 [ 0.          0.          0.          1.        ]]","[[ 0.15442372 -0.20520246 -0.96646017 -0.74394427]
 [ 0.95269306  0.29010802  0.09062714 -0.23231869]
 [ 0.26178093 -0.93473488  0.24029452  0.05946965]
 [ 0.          0.          0.          1.        ]]",6,"['palm contact', 'finger_1_dist', 'finger_2_prox']",extreme0
17,9,"[  8.19949254e-01  -1.53539259e+00   1.06586373e+00   6.86626845e-01
   4.15914379e-02  -3.21345254e-01  -2.53625692e+00   2.22044605e-16
   2.22044605e-16   2.16510431e-02   1.43853650e+00   8.37758041e-01
   2.16510431e-02   7.85398163e-03   3.34612343e-02   1.34017766e+00
   8.37758041e-01]","[[ 1.          0.          0.         -0.86049998]
 [ 0.          1.          0.         -0.61260003]
 [ 0.          0.          1.          0.29449999]
 [ 0.          0.          0.          1.        ]]","[[-0.5061579  -0.10243524 -0.85633591 -0.7299089 ]
 [ 0.84485096 -0.25840482 -0.46845896 -0.49817656]
 [-0.17329462 -0.96059043  0.21733615  0.32460182]
 [ 0.          0.          0.          1.        ]]",6,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_3_med', 'finger_3_dist']",optimal0
17,9,"[  8.23565066e-01  -1.60796482e+00   1.17054352e+00   6.58844748e-01
  -2.74456047e-01  -4.25640133e-01  -2.65574919e+00   2.22044605e-16
   2.22044605e-16   8.99789302e-01   1.57595050e+00   8.37758041e-01
   8.99789302e-01   1.49296214e+00   8.37758041e-01   1.39432718e+00
   8.37758041e-01]","[[ 1.          0.          0.         -0.88739997]
 [ 0.          1.          0.         -0.61330003]
 [ 0.          0.          1.          0.1778    ]
 [ 0.          0.          0.          1.        ]]","[[-0.52379968 -0.04790832 -0.8504932  -0.73670921]
 [ 0.83635458  0.16059301 -0.52413824 -0.50992424]
 [ 0.16169385 -0.98585733 -0.04405023  0.22826234]
 [ 0.          0.          0.          1.        ]]",5,"['palm contact', 'finger_1_dist', 'finger_2_prox', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",extreme0
17,11,"[  8.07786978e-01  -1.81142768e+00   1.21734154e+00   1.45310591e+00
  -3.40796763e-01  -4.38212450e-01  -2.41214112e+00   2.22044605e-16
   2.22044605e-16   2.35935011e+00   1.31870192e+00   8.37758041e-01
   2.35935011e+00   1.27081104e+00   8.37758041e-01   1.14901297e+00
   8.37758041e-01]","[[ 1.          0.          0.         -0.89539999]
 [ 0.          1.          0.         -0.25830001]
 [ 0.          0.          1.          0.1092    ]
 [ 0.          0.          0.          1.        ]]","[[ 0.20406478 -0.04322041 -0.97800284 -0.72966715]
 [ 0.97840912 -0.0244262   0.20522901 -0.23105707]
 [-0.03275897 -0.99876692  0.03730271  0.15162364]
 [ 0.          0.          0.          1.        ]]",3,"['palm contact', 'finger_1_dist', 'finger_3_dist']",optimal0
17,15,"[  6.81744890e-01  -1.59618167e+00   1.79971693e+00   8.15055125e-01
   7.96167657e-01  -1.62807549e-01   2.21106943e+00   2.22044605e-16
   2.22044605e-16   1.69631978e+00   1.72698625e+00   8.37758041e-01
   1.69631978e+00   1.73711052e+00   8.37758041e-01   2.54640811e-03
   7.05835693e-03]","[[ 1.          0.          0.         -0.96850002]
 [ 0.          1.          0.         -0.36849999]
 [ 0.          0.          1.          0.0544    ]
 [ 0.          0.          0.          1.        ]]","[[ 0.0278108   0.05128052 -0.99829698 -0.81357625]
 [ 0.99947072 -0.01828787  0.02690409 -0.31845744]
 [-0.01687707 -0.99851683 -0.05176198  0.11014429]
 [ 0.          0.          0.          1.        ]]",2,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_2_prox', 'finger_2_dist', 'finger_3_med']",extreme1
17,15,"[  6.82584927e-01  -1.56753831e+00   1.85249013e+00   8.23662462e-01
   9.49407594e-01  -2.19106225e-01  -1.08498574e+00   4.44089210e-16
   4.44089210e-16   6.01495781e-01   1.52333496e+00   5.14838723e-01
   6.01495781e-01   1.65019517e+00   7.48656256e-01   8.66515067e-01
   3.19763409e-01]","[[ 1.          0.          0.         -0.9788    ]
 [ 0.          1.          0.         -0.36539999]
 [ 0.          0.          1.          0.0683    ]
 [ 0.          0.          0.          1.        ]]","[[ -3.09383620e-02  -7.64056235e-04  -9.99521002e-01  -8.12804890e-01]
 [ -9.97052340e-01   7.02672391e-02   3.08082352e-02  -3.19847870e-01]
 [  7.02100420e-02   9.97527910e-01  -2.93575734e-03   1.23197305e-01]
 [  0.00000000e+00   0.00000000e+00   0.00000000e+00   1.00000000e+00]]",4,"['palm contact', 'finger_1_dist', 'finger_2_med', 'finger_2_dist']",optimal0
17,15,"[ 0.67922478 -1.62102402  1.89226389  0.78531294  1.21152854 -0.41053754
  1.72621642  0.          0.          0.99638626  1.7020744   0.83775804
  0.99638626  1.65835595  0.83775804  1.33440989  0.83775804]","[[ 1.          0.          0.         -0.96710002]
 [ 0.          1.          0.         -0.37689999]
 [ 0.          0.          1.          0.0508    ]
 [ 0.          0.          0.          1.        ]]","[[ 0.02326875 -0.14309837 -0.9894349  -0.80783628]
 [ 0.99971984  0.00762424  0.02240796 -0.32823314]
 [ 0.00433715 -0.9896791   0.14323568  0.08363862]
 [ 0.          0.          0.          1.        ]]",3,"['palm contact', 'finger_1_prox', 'finger_1_dist', 'finger_2_prox', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",optimal1
17,11,"[  8.07786978e-01  -1.85695841e+00   1.29392427e+00   1.51420948e+00
  -3.27117449e-01  -3.74243870e-01  -1.06936852e+00   2.22044605e-16
   2.22044605e-16   7.57786509e-01   1.04003897e-01   6.83582745e-02
   7.57786509e-01   1.43062116e+00   8.37758041e-01   1.38208601e+00
   8.37758041e-01]","[[ 1.      0.      0.     -0.8768]
 [ 0.      1.      0.     -0.2104]
 [ 0.      0.      1.      0.036 ]
 [ 0.      0.      0.      1.    ]]","[[ 0.04032068 -0.3210853  -0.94619156 -0.71844296]
 [ 0.17211253 -0.93057536  0.32312036 -0.19661441]
 [-0.98425176 -0.17587985  0.01774137  0.1040202 ]
 [ 0.          0.          0.          1.        ]]",2,"['palm contact', 'finger_2_prox', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",optimal0
17,11,"[ 0.8078235  -1.81148198  1.21743276  1.45293547 -0.31581027 -0.46509665
 -2.38285884  0.          0.          2.36645025  1.09532364  0.57336929
  2.36645025  0.5639527   0.38258299  0.80748749  0.40542908]","[[ 1.          0.          0.         -0.91039997]
 [ 0.          1.          0.         -0.27689999]
 [ 0.          0.          1.          0.0711    ]
 [ 0.          0.          0.          1.        ]]","[[ 0.17502585 -0.04286344 -0.98363036 -0.73002094]
 [ 0.98101822 -0.07711782  0.1779216  -0.23274927]
 [-0.08348176 -0.99610018  0.0285522   0.15101934]
 [ 0.          0.          0.          1.        ]]",3,"['palm contact', 'finger_1_med', 'finger_1_dist', 'finger_3_med', 'finger_3_dist']",extreme0
17,11,"[ 0.80829831 -1.97555005  1.14732695  1.12287394 -0.48684122  0.73480843
 -2.53646241  0.          0.          2.32963471  1.10437413  0.83775804
  2.32963471  2.32318322  0.78334467  0.58131736  0.2325024 ]","[[ 1.          0.          0.         -0.8646    ]
 [ 0.          1.          0.         -0.28659999]
 [ 0.          0.          1.          0.0557    ]
 [ 0.          0.          0.          1.        ]]","[[ 0.71611734 -0.41258079 -0.56298584 -0.71938551]
 [ 0.68341012  0.57841021  0.44541244 -0.3004565 ]
 [ 0.14186814 -0.70371779  0.69617146  0.05582126]
 [ 0.          0.          0.          1.        ]]",4,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_3_med']",extreme0
17,9,"[  8.23236356e-01  -1.62278877e+00   1.19261978e+00   7.98266558e-01
  -4.40979941e-01  -1.45095605e-01  -2.27549046e+00   2.22044605e-16
   2.22044605e-16   3.74291312e-02   1.57604254e+00   8.37758041e-01
   3.74291312e-02   1.49293146e+00   8.37758041e-01   1.39432718e+00
   8.37758041e-01]","[[ 0.61688451  0.30380951 -0.72605322 -0.8685416 ]
 [ 0.72605322  0.13642401  0.67396974 -0.54680288]
 [ 0.30380951 -0.94291477 -0.13642401  0.29082114]
 [ 0.          0.          0.          1.        ]]","[[-0.18849772 -0.10954327 -0.97594512 -0.75467411]
 [ 0.97721225 -0.11967803 -0.17530941 -0.44914766]
 [-0.09759522 -0.98675095  0.12960606  0.23686792]
 [ 0.          0.          0.          1.        ]]",5,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_2_prox', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",optimal0
17,11,"[  8.07823502e-01  -1.85695841e+00   1.29401549e+00   1.51327205e+00
  -3.37950200e-01  -3.85867332e-01  -1.97619467e+00   2.22044605e-16
   2.22044605e-16   7.61731031e-01   1.03942538e-01   6.83705464e-02
   7.61731031e-01   1.18779200e+00   5.99185168e-01   1.11416093e+00
   6.72587171e-01]","[[ 1.          0.          0.         -0.93089998]
 [ 0.          1.          0.         -0.17919999]
 [ 0.          0.          1.          0.036     ]
 [ 0.          0.          0.          1.        ]]","[[ 0.27792909 -0.15093962 -0.94866888 -0.71872504]
 [ 0.84382844 -0.43355898  0.31619641 -0.19727044]
 [-0.45903048 -0.88839397  0.00686849  0.10324522]
 [ 0.          0.          0.          1.        ]]",2,"['finger_2_dist', 'finger_3_dist']",extreme0
17,15,"[  6.92336662e-01  -1.57353849e+00   1.76222377e+00   8.63972068e-01
   7.93321095e-01  -2.34762317e-01  -1.21249212e+00   2.22044605e-16
   2.22044605e-16   1.81448013e-02   1.41948446e+00   8.37758041e-01
   1.81448013e-02   1.58122740e+00   8.37758041e-01   1.37825106e+00
   8.37758041e-01]","[[ 1.          0.          0.         -0.97469997]
 [ 0.          1.          0.         -0.3612    ]
 [ 0.          0.          1.          0.0919    ]
 [ 0.          0.          0.          1.        ]]","[[-0.03120751  0.03259053 -0.99898146 -0.81236378]
 [-0.95825315 -0.28517579  0.02063168 -0.3116557 ]
 [-0.28421293  0.95792099  0.0401296   0.13986631]
 [ 0.          0.          0.          1.        ]]",1,"['palm contact', 'finger_1_med', 'finger_1_dist', 'finger_2_prox', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",extreme1
17,9,"[ 0.57221136 -1.59371101  1.08219286  0.09442504 -0.64395565  0.26741871
 -1.90139641  0.          0.          1.53433141  1.59331516  0.83775804
  1.53433141  1.56177652  0.83775804  0.0060132   0.0125091 ]","[[ 1.          0.          0.         -0.9357    ]
 [ 0.          1.          0.         -0.55409998]
 [ 0.          0.          1.          0.1724    ]
 [ 0.          0.          0.          1.        ]]","[[-0.39110868 -0.19512609 -0.89942193 -0.78469784]
 [ 0.91253672 -0.20924338 -0.35141704 -0.46182601]
 [-0.11962745 -0.9581978   0.25989662  0.195419  ]
 [ 0.          0.          0.          1.        ]]",7,"['palm contact', 'finger_1_prox', 'finger_1_dist', 'finger_2_prox', 'finger_2_dist', 'finger_3_med']",optimal0
17,11,"[  8.07823502e-01  -1.85693126e+00   1.29396988e+00   1.51310160e+00
  -3.36526919e-01  -3.86974329e-01  -2.06681564e+00   2.22044605e-16
   2.22044605e-16   7.62432280e-01   1.04218655e-01   6.84707664e-02
   7.62432280e-01   1.14968792e+00   8.37758041e-01   1.07992247e+00
   8.37758041e-01]","[[ 1.      0.      0.     -0.9224]
 [ 0.      1.      0.     -0.1675]
 [ 0.      0.      1.      0.0148]
 [ 0.      0.      0.      1.    ]]","[[ 0.28919201 -0.12479431 -0.94910187 -0.71877804]
 [ 0.87950136 -0.35681212  0.31490075 -0.19739736]
 [-0.37794887 -0.92580316  0.00656955  0.10324128]
 [ 0.          0.          0.          1.        ]]",2,"['finger_2_dist', 'finger_3_dist']",extreme1
