obj,sub,array3,ObjRotation,grasp,type,HandRotation,HandPosition,ObjPosition
obj15,sub5,"[[-0.85039498 -0.14772442  0.07000181]
 [-0.82354374 -0.0978062   0.05802154]]",[ 0.76901762 -0.28299007 -0.56701898 -0.08377347],grasp6,extreme0,[ 1.25612597  0.69527755  1.2112213   0.01761887],[-0.82390817 -0.12785619  0.03358258],[-0.69098267 -0.21385743  0.04213757]
obj15,sub5,"[[-0.86271548 -0.13795736  0.14018491]
 [-0.83399134 -0.08976628  0.10589698]]",[ 0.7503138  -0.39551257 -0.52953558  0.01382295],grasp6,extreme1,[ 1.12100903  0.30756902  1.2935688   0.01639168],[-0.83591992 -0.12287916  0.13636923],[-0.6996268  -0.20054436  0.10529049]
obj15,sub5,"[[-0.88528525 -0.1240059  -0.07507927]
 [-0.85231198 -0.07882367 -0.09410411]]",[ 0.0717229   0.92824732  0.36052482 -0.05687347],grasp7,optimal0,[ 1.39551603  1.26261535  1.25039222  0.62691603],[-0.85637428 -0.11102665 -0.06490523],[-0.84943645 -0.08868659  0.08937229]
obj15,sub5,"[[-0.87012064 -0.12028944 -0.01839766]
 [-0.84296645 -0.07066924 -0.02884382]]",[ 0.04753386  0.90718169  0.41762174 -0.01881507],grasp7,extreme0,[ 1.42850385  1.25061535  1.26235567  0.63191243],[-0.84770433 -0.10163946 -0.03320815],[-0.84713553 -0.09488814  0.15125646]
obj15,sub5,"[[-0.86714306 -0.10377738 -0.03929926]
 [-0.83063901 -0.0634791  -0.04370324]]",[ 0.05380474  0.91174922  0.40720511 -0.00154886],grasp7,extreme1,[ 1.35951603  1.34361535  1.21134348  0.63419149],[-0.83432561 -0.09045607 -0.00677536],[-0.84410667 -0.07863471  0.1338118 ]
obj15,sub5,"[[-0.81792304 -0.05863848  0.07030994]
 [-0.85270803 -0.05558294  0.07352013]]",[-0.04152953  0.95134627  0.25479178 -0.16821629],grasp8,optimal0,[ 0.00822475  0.00695753  2.34885401  0.28383027],[-0.83456733 -0.04115174  0.05364786],[-0.77977136 -0.08277136  0.13449936]
obj15,sub5,"[[-0.78285774 -0.27991216  0.13099092]
 [-0.81395009 -0.29046467  0.14646534]]",[ 0.48354518  0.68068798  0.41786426 -0.35810249],grasp8,extreme0,[ 0.00822475  0.00701845  2.34853721  0.29496259],[-0.81081912 -0.28807887  0.11615754],[-0.75256857 -0.21470849  0.16122385]
obj15,sub5,"[[-0.77689373 -0.27884076  0.13754403]
 [-0.80467237 -0.29199476  0.14973989]]",[ 0.52568929  0.67840809  0.38922475 -0.33454047],grasp8,extreme1,[ 0.00821256  0.00703064  2.34857376  0.28532043],[-0.7953519  -0.28912861  0.12089302],[-0.75033842 -0.21505484  0.16530373]
obj15,sub6,"[[-0.78655825 -0.10035916 -0.05267236]
 [-0.84816841 -0.07423441 -0.12220079]]",[ 0.58526453 -0.42077021 -0.64091173 -0.26391288],grasp1,optimal0,[ 1.58647078  1.68256578  1.63617119  0.02059917],[-0.81630743 -0.08630993 -0.09832855],[-0.76012652 -0.18188547 -0.0737629 ]
obj15,sub6,"[[-0.81027256 -0.10565743 -0.04892966]
 [-0.85433004 -0.06571682 -0.10100475]]",[ 0.60178645 -0.39240917 -0.64961494 -0.24873389],grasp1,extreme0,[ 1.63743781  1.67489635  1.64818521  0.02007323],[-0.82971245 -0.08425275 -0.09704217],[-0.76818507 -0.17464673 -0.05209992]
obj15,sub6,"[[-0.80101513 -0.13390189 -0.08091354]
 [-0.84543335 -0.12017127 -0.05954345]]",[ 0.58443795 -0.408511   -0.6094568  -0.34657388],grasp1,extreme1,[ 1.57901759  1.69727386  1.66690476  0.02121276],[-0.81578967 -0.1069105  -0.09249973],[-0.76496191 -0.20512094 -0.08543792]
obj15,sub6,"[[-0.80732074 -0.20354114 -0.07665178]
 [-0.84290696 -0.21140077 -0.07434895]]",[ 0.00329314  0.09093542 -0.9958136   0.00867102],grasp2,optimal0,[ 1.10112645  1.09944693  1.10152821  0.02051151],[-0.83259757 -0.16353658 -0.04691635],[-0.83231322 -0.15867062  0.09339696]
obj15,sub6,"[[-0.84782743 -0.12047223 -0.02991983]
 [-0.83360515 -0.13237668 -0.05960688]]",[ 0.00127233  0.18912458 -0.98191363  0.00871163],grasp2,extreme0,[ 0.06524967  0.02185955  1.63852821  0.01665465],[-0.83438047 -0.16092867 -0.05798743],[-0.83197907 -0.15870945  0.09362058]
obj15,sub6,[-0.8452898  -0.12962469 -0.08060274],[ 0.00139921  0.17113398 -0.9852096   0.00855864],grasp2,extreme1,[ 0.0045693   0.00894365  1.17402178  0.01682996],[-0.82304987 -0.17584607 -0.05713198],[-0.83202234 -0.15871264  0.09373506]
obj15,sub6,"[[-0.79305834 -0.12818035 -0.10498005]
 [-0.84264964 -0.14480054 -0.10454202]]",[ -7.43504560e-05   2.12582262e-01  -9.77012917e-01   1.59541861e-02],grasp3,optimal0,[ 1.35844774  1.41104494  1.16867844  0.69441119],[-0.82327662 -0.11995231 -0.09629581],[-0.82592676 -0.11876918  0.06672562]
obj15,sub6,"[[-0.8205151  -0.13587489 -0.03676633]
 [-0.78693166 -0.12460607 -0.13118356]]",[-0.00281771  0.28988261 -0.95689208  0.01782377],grasp3,extreme0,[ 1.34348429  1.35404494  1.39362971  0.69441119],[-0.82057478 -0.11775196 -0.08968285],[-0.82306367 -0.11972422  0.04174556]
obj15,sub6,"[[-0.78081114 -0.13081864 -0.07711207]
 [-0.8305741  -0.15735099 -0.08042551]]",[-0.02774139  0.23014872 -0.97243647  0.02508557],grasp3,extreme1,[ 1.35845992  1.33904494  1.23162971  0.69449884],[-0.81172651 -0.1321375  -0.09627481],[-0.82377056 -0.12193618  0.09201638]
obj15,sub6,"[[-0.79208852 -0.16308281 -0.06588602]
 [-0.80600557 -0.11859011 -0.13307174]]",[ 0.67737888 -0.16489261 -0.69846908 -0.16158349],grasp4,optimal0,[ 1.63729826  1.6590062   1.65443006  3.13668392],[-0.81978958 -0.14717792 -0.10745349],[-0.7216517  -0.20007283 -0.09809622]
obj15,sub6,"[[-0.78850121 -0.14928481 -0.07826554]
 [-0.83439468 -0.11111727 -0.0990317 ]]",[ 0.66052631 -0.20004963 -0.70324923 -0.17066241],grasp4,extreme0,[ 1.68873289  1.73957449  1.68486468  3.13554439],[-0.81483712 -0.13658793 -0.10275987],[-0.71808099 -0.18395431 -0.06244182]
obj17,sub11,"[[-0.78513152 -0.22059093  0.25841251]
 [-0.87076542 -0.23857591  0.26398502]]",[ 0.46715827 -0.62669866 -0.42520753  0.45630088],grasp1,optimal0,[ 1.47810628  1.38228889  1.2613115   0.89943868],[-0.8315195  -0.21499304  0.24971541],[-0.71085331 -0.24742035  0.27153008]
obj17,sub11,"[[-0.79240729 -0.16753353  0.08518292]
 [-0.86071451 -0.12155698  0.06408488]]",[ 0.17852639 -0.69877655  0.05329771  0.69065115],grasp2,optimal0,[ 0.12835481  1.33521856  1.27941578  0.75778651],[-0.83939562 -0.15886009  0.08516487],[-0.71844296 -0.19661441  0.1040202 ]
obj17,sub11,"[[-0.86914596 -0.09062222  0.1013903 ]
 [-0.89518621 -0.16118723  0.04770282]]",[ 0.46131296 -0.6528054  -0.26535045  0.53909609],grasp2,extreme0,[ 0.12831825  1.18672768  0.95255709  0.76173103],[-0.88364998 -0.13194999  0.08325   ],[-0.71872504 -0.19727044  0.10324522]
obj17,sub11,[-0.89298415 -0.15831962  0.04023226],[ 0.48449702 -0.64020203 -0.2947144   0.51821561],grasp2,extreme1,[ 0.12859851  1.21901295  0.90605996  0.76243228],[-0.87515 -0.12025  0.06205],[-0.71877804 -0.19739736  0.10324128]
obj17,sub11,"[[-0.80942397 -0.22611608  0.1567122 ]
 [-0.89263717 -0.23219616  0.13863018]]",[ 0.55157531 -0.54570786 -0.4284292   0.46305079],grasp3,optimal0,[ 1.38987444  1.44421102  1.26951033  2.35935011],[-0.85443459 -0.20942073  0.15674874],[-0.72966715 -0.23105707  0.15162364]
obj17,sub11,"[[-0.85617152 -0.27318745  0.11465696]
 [-0.89860018 -0.26456731  0.11409533]]",[ 0.53067415 -0.55308035 -0.42405899  0.4823495 ],grasp3,extreme0,[ 1.09251602  0.704867    0.97625702  2.36645025],[-0.86813552 -0.22793536  0.12121292],[-0.73002094 -0.23274927  0.15101934]
obj17,sub11,"[[-0.79066247 -0.22664705  0.09157852]
 [-0.84924159 -0.22263533  0.14566751]]",[ 0.87158341 -0.33930679 -0.21037415  0.28452766],grasp4,optimal0,[ 1.28326339  0.79299975  1.15864446  2.35961308],[-0.80270035 -0.2196298   0.13700967],[-0.71768255 -0.28772838  0.06365632]
obj17,sub11,"[[-0.79489691 -0.24433033  0.08571033]
 [-0.84776642 -0.26402919  0.09868979]]",[ 0.86468188 -0.33224075 -0.20378997  0.31687692],grasp4,extreme0,[ 1.10414098  1.57537184  0.99335514  2.32963471],[-0.82196337 -0.23312659  0.12368274],[-0.71938551 -0.3004565   0.05582126]
obj17,sub11,"[[-0.86143337 -0.24780689  0.03629439]
 [-0.90789438 -0.24075404  0.03736666]]",[ 0.59276305 -0.50677527 -0.38516273  0.49341713],grasp5,optimal0,[ 0.96585297  1.41775161  0.93526039  2.60925749],[-0.87805    -0.21035001  0.05985   ],[-0.73302551 -0.22320881  0.06788266]
obj17,sub11,"[[-0.80750986 -0.19592733  0.07508148]
 [-0.84219219 -0.18672803  0.03829072]]",[ 0.53204561  0.36655189 -0.5306127  -0.54865047],grasp5,optimal1,[ 1.26142122  1.35483518  1.30771998  0.02559557],[-0.85323543 -0.18679141  0.08433784],[-0.7315597  -0.22062423  0.06906811]
obj17,sub11,"[[-0.80756182 -0.1960928   0.07509537]
 [-0.88651782 -0.15833787  0.06535747]]",[ 0.53328661  0.36573639 -0.53117162 -0.54744771],grasp5,extreme0,[ 1.31515372  1.46822793  1.31374282  0.64576208],[-0.85354772 -0.18701018  0.0834574 ],[-0.73158239 -0.22070789  0.06911656]
obj17,sub11,"[[-0.81788919 -0.21791109  0.08617162]
 [-0.89399887 -0.17818953  0.10714804]]",[ 0.64891769 -0.39529327 -0.47302648  0.44597646],grasp6,optimal0,[ 1.4991956   1.39033182  0.00984533  1.57368898],[-0.86555928 -0.21222127  0.09013091],[-0.74395568 -0.2322637   0.05936198]
obj17,sub11,"[[-0.90172004 -0.24233033  0.09759107]
 [-0.89320167 -0.18290471  0.11486247]]",[ 0.64900429 -0.39497506 -0.47312519  0.44602768],grasp6,extreme0,[ 1.49281787  1.39033182  0.0098697   1.16608837],[-0.86555431 -0.21223156  0.09014729],[-0.74394427 -0.23231869  0.05946965]
obj17,sub15,"[[-0.86078551 -0.14997934  0.09735432]
 [-0.88382441 -0.15852649  0.0447906 ]]",[ 0.44041794  0.05381518 -0.8412124  -0.30902695],grasp1,optimal0,[ 1.27539018  1.26300573  1.31355142  0.03506242],[-0.89885254 -0.12832973  0.0785294 ],[-0.79837521 -0.18280506  0.13399414]
obj17,sub15,"[[-0.9388421  -0.38801125  0.05196401]
 [-0.94908993 -0.4139832   0.07387035]]",[-0.49268728 -0.35522068  0.75228328  0.25523986],grasp1,extreme0,[ 1.17812498  1.20230228  0.98582411  0.01963495],[-0.94715002 -0.37195     0.09565   ],[-0.79138743 -0.3860968   0.15424568]
obj17,sub15,"[[-0.97147036 -0.28394744  0.12211313]
 [-0.92850746 -0.31592263  0.09402281]]",[ 0.4253664   0.55087174 -0.4200899  -0.58234717],grasp1,extreme1,[ 1.31792527  1.26737213  1.29321954  0.0181448 ],[-0.9393582  -0.31351075  0.14020633],[-0.81236378 -0.3116557   0.13986631]
obj17,sub15,"[[-0.89169768 -0.31994474  0.13256344]
 [-0.97448104 -0.34323073  0.13567174]]",[ 0.49467076 -0.52600744 -0.47293798  0.50492244],grasp2,optimal0,[ 1.4158613   1.47757938  0.00723778  1.6348729 ],[-0.93889719 -0.31228589  0.1325528 ],[-0.81209703 -0.31268641  0.13468919]
obj17,sub15,"[[-0.99786287 -0.36869555  0.12946866]
 [-0.98712966 -0.27469354  0.11846767]]",[ 0.49080163 -0.52501758 -0.48261519  0.50055258],grasp2,extreme0,[ 1.16875386  1.39134644  0.00716467  1.64109647],[-0.99525002 -0.32104999  0.12585   ],[-0.81542699 -0.31476677  0.13037648]
obj17,sub15,"[[-0.89262782 -0.32693345  0.10047321]
 [-0.97561563 -0.34996287  0.09838373]]",[ 0.48932631 -0.52389423 -0.50141383  0.48443655],grasp2,extreme1,[ 1.42091596  1.47045531  0.00715248  1.69631978],[-0.94005461 -0.31903658  0.10166607],[-0.81357625 -0.31845744  0.11014429]
obj17,sub15,"[[-0.88696051 -0.33246746  0.06914803]
 [-0.96884845 -0.35650196  0.05299235]]",[ 0.49146626 -0.51238259 -0.49089367  0.50492415],grasp3,optimal0,[ 1.36781004  1.46949586  1.34280227  2.42666995],[-0.93456236 -0.32704691  0.06882195],[-0.80767739 -0.31938628  0.06743058]
obj17,sub15,"[[-0.88485055 -0.31256678  0.03872445]
 [-0.95670613 -0.31518064 -0.00381762]]",[ 0.46794609 -0.5721317  -0.54727581  0.39265884],grasp3,extreme0,[ 1.52289732  1.55888577  1.50266138  3.13633329],[-0.93165828 -0.30695644  0.03555292],[-0.8029194  -0.31303349  0.03705391]
obj17,sub15,"[[-0.88718425 -0.33951739  0.08793542]
 [-0.96590196 -0.35086974  0.12246307]]",[ 0.52335977 -0.47394624 -0.47951929  0.52108615],grasp3,extreme1,[ 1.31551731  1.38600134  1.26124168  0.02962774],[-0.93454805 -0.33764295  0.08926473],[-0.80828443 -0.33023548  0.08080519]
obj17,sub15,"[[-0.96724223 -0.35784948  0.11641086]
 [-0.96277891 -0.2937153   0.11600024]]",[ 0.54178609 -0.46701414 -0.45856292  0.52733829],grasp3,optimal1,[ 1.41359863  1.45080829  1.25457186  0.99638626],[-0.93351137 -0.32851685  0.10071347],[-0.80783628 -0.32823314  0.08363862]
obj17,sub15,"[[-0.8919441  -0.31643958  0.11633846]
 [-0.97030409 -0.28657568  0.09817132]]",[-0.50901697 -0.47479737  0.52539065  0.48931977],grasp4,optimal0,[ 1.38278891  1.36637872  0.88339887  0.60149578],[-0.93949778 -0.31775897  0.11630877],[-0.81280489 -0.31984787  0.1231973 ]
obj17,sub15,"[[-0.93989003 -0.2553189   0.02025447]
 [-0.95985722 -0.30912635  0.03142135]]",[-0.36975489 -0.42367174  0.71882894  0.40874018],grasp5,optimal0,[ 1.32297169  1.34015855  0.92297281  0.60938482],[-0.95194999 -0.27344999  0.06225   ],[-0.80597447 -0.32440234  0.10928208]
obj17,sub15,"[[-0.94122556 -0.20381334  0.07958766]
 [-0.95946231 -0.22468366 -0.00207606]]",[ 0.48716674 -0.62145172 -0.45085179  0.41617183],grasp6,optimal0,[ 2.37601396  2.37616017  0.70350009  0.01542746],[-0.97014788 -0.21459759  0.04349458],[-0.82335431 -0.24853751  0.11201725]
obj17,sub15,"[[-0.96652623 -0.34571407  0.06720884]
 [-0.95947356 -0.27922563  0.05790461]]",[ 0.42923496 -0.62019335 -0.48098105  0.44696172],grasp7,optimal0,[ 1.43205786  1.43881584  0.00665291  1.70534836],[-0.93025002 -0.31474999  0.06895   ],[-0.80832941 -0.32567993  0.10791493]
obj17,sub9,"[[-0.82909963 -0.47238401  0.25560839]
 [-0.8987787  -0.49197572  0.29548143]]",[ 0.45316396 -0.4476534  -0.48456517  0.5995377 ],grasp5,optimal0,[ 1.28151107  1.33361984  1.28419112  0.03742913],[-0.87716699 -0.47567067  0.25569139],[-0.75467411 -0.44914766  0.23686792]
obj17,sub9,"[[-0.80640961 -0.54785803  0.22547018]
 [-0.85965621 -0.61680675  0.2274201 ]]",[ 0.38494906 -0.29985727 -0.6573513   0.57427268],grasp5,extreme0,[ 1.46144253  1.38464269  1.27819112  0.8997893 ],[-0.84750023 -0.57122175  0.22460362],[-0.73670921 -0.50992424  0.22826234]
obj17,sub9,"[[-0.8160277  -0.52280864  0.22703692]
 [-0.86727686 -0.5938427   0.23898838]]",[-0.29696607  0.38070213  0.60332631 -0.63472389],grasp5,extreme1,[ 1.49795021  1.3823539   1.26986296  0.93616656],[-0.85431033 -0.55117579  0.22120919],[-0.74274905 -0.4904212   0.23000144]
obj17,sub9,"[[-0.7921765  -0.5445013   0.34397186]
 [-0.854868   -0.5833554   0.38729937]]",[ 0.33644221 -0.36568797 -0.50754727  0.70389965],grasp6,optimal0,[ 1.33211296  0.03076665  1.27852658  0.02165104],[-0.83172104 -0.5716512   0.34775255],[-0.7299089  -0.49817656  0.32460182]
obj17,sub9,"[[-0.85381909 -0.49738556  0.2129624 ]
 [-0.91826187 -0.55024488  0.23951508]]",[ 0.40606174 -0.37357666 -0.480096    0.68195467],grasp7,optimal0,[ 1.42937366  1.46588744  0.01379321  1.53433141],[-0.89854233 -0.51016298  0.22397942],[-0.78469784 -0.46182601  0.195419  ]
obj17,sub9,"[[-0.85493605 -0.49730192  0.22211191]
 [-0.91970983 -0.55475604  0.22458946]]",[ 0.37552031 -0.38411475 -0.4908542   0.68593185],grasp7,extreme0,[ 1.35560738  1.33980469  0.0138785   2.81393436],[-0.89834529 -0.51356208  0.23323257],[-0.78388811 -0.46457208  0.20850976]
obj17,sub9,"[[-0.85396363 -0.49774006  0.22500707]
 [-0.91523732 -0.55029978  0.25849769]]",[ 0.3748197  -0.38401116 -0.49180622  0.68569108],grasp7,extreme1,[ 1.43846385  1.43362716  0.0138785   0.95159402],[-0.89764029 -0.5140885   0.23379361],[-0.78374778 -0.46483756  0.2082736 ]
obj17,sub9,"[[-0.4963612  -0.70456026  0.26053043]
 [-0.57655293 -0.66151673  0.2613959 ]]",[ 0.18045916 -0.68387147 -0.15026227  0.69077895],grasp8,optimal0,[ 0.01577933  1.32148474  1.27424358  0.02498197],[-0.54351836 -0.69521715  0.25721527],[-0.41688734 -0.70021351  0.26279425]
obj17,sub9,"[[-0.70932026 -0.59709569  0.11486256]
 [-0.71615493 -0.6815514   0.11512365]]",[ 0.15945952 -0.16666067 -0.65472669  0.71981236],grasp8,extreme0,[ 1.56765809  1.31874315  0.01560874  1.5921844 ],[-0.73547272 -0.63739678  0.11492636],[-0.66227152 -0.53256667  0.10705777]
obj18,sub0,"[[-0.81057138 -0.14852233 -0.04476677]
 [-0.8244198  -0.12876817 -0.11281814]]",[-0.02555505 -0.50676213 -0.86135303 -0.02469892],grasp3,optimal0,[ 1.61537635  1.5382256   1.57844023  0.00806436],[-0.9290311   0.03317373 -0.10213672],[-0.8377135 -0.1141228  0.032341 ]
obj18,sub0,"[[-0.71181007 -0.26415298 -0.05503445]
 [-0.71218103 -0.2484711  -0.12190643]]",[-0.08546059 -0.47517627 -0.86956549 -0.10372974],grasp3,extreme0,[ 1.60839676  1.52513205  1.56897267  0.00999279],[-0.93253258  0.05171003 -0.14923359],[-0.7508923  -0.24196782  0.01865643]
obj18,sub0,"[[-0.8916861  -0.08092221 -0.06374638]
 [-0.94791678 -0.06199249 -0.11435271]]",[ 0.23101536 -0.47406084 -0.84514974  0.0872934 ],grasp3,extreme1,[ 1.51563886  1.38331847  1.38924156  0.01043107],[-0.93744619 -0.02988738 -0.09351478],[-0.87374318 -0.05156433  0.01796525]
obj18,sub0,"[[-0.74620846 -0.16478482 -0.0263317 ]
 [-0.77679409 -0.1995217  -0.09220962]]",[ 0.01834392 -0.97805552 -0.20249488  0.04546122],grasp4,optimal0,[ 1.59387164  0.00647014  1.63533034  1.02277073],[-0.70979272  0.00445587 -0.04318418],[-0.73262639 -0.18833204  0.0507561 ]
obj18,sub0,"[[-0.73863679 -0.29115046 -0.09269013]
 [-0.68397169 -0.28791475 -0.06592922]]",[ 0.05670929  0.8675723   0.49187911 -0.04644672],grasp4,extreme0,[ 1.54083681  0.00623862  1.51248438  1.01619653],[-0.83517583  0.00196867 -0.05110997],[-0.71685729 -0.23794212  0.05072715]
obj18,sub0,"[[-0.76234184 -0.24035269 -0.09137085]
 [-0.73348856 -0.23065377 -0.09437001]]",[ 0.04954016 -0.83536464 -0.54593386  0.04084019],grasp4,extreme1,[ 1.53332741  0.00623862  1.5052343   1.02066699],[-0.83477287  0.01387206 -0.12269973],[-0.72418316 -0.22373069  0.0572045 ]
obj18,sub0,"[[-0.78756392 -0.09399063 -0.08998616]
 [-0.72669101 -0.11999282 -0.05853714]]",[ 0.04626924 -0.90000108 -0.43173559  0.03823064],grasp4,extreme2,[ 1.58132741  0.00623862  1.34891515  1.01952746],[-0.79875755 -0.02198546 -0.05390223],[-0.75246543 -0.08252846  0.05654975]
obj18,sub0,"[[-0.89784264 -0.16640825  0.00161362]
 [-0.89154785 -0.11782407 -0.0054352 ]]",[ 0.15821766 -0.80488494 -0.51636247  0.24596179],grasp5,extreme0,[ 1.6704704   1.58688316  1.49299915  0.00964216],[-0.85770623 -0.07923517  0.00531176],[-0.81133123 -0.15178372  0.114669  ]
obj18,sub0,"[[-0.90731782 -0.15139738  0.00309843]
 [-0.88200424 -0.09324008  0.06289101]]",[ 0.20423343 -0.78485708 -0.53505878  0.23664355],grasp5,optimal0,[ 1.61450155  1.30506262  1.62356676  0.00806436],[-0.89028641  0.08529856  0.04925802],[-0.81262818 -0.1469004   0.11521104]
obj18,sub0,"[[-0.94800197 -0.2642652   0.07419602]
 [-0.94114618 -0.22843387  0.06134123]]",[-0.20969883  0.71210091  0.58249019 -0.33112516],grasp5,extreme1,[ 1.53064628  1.5471501   1.34299895  0.00674952],[-0.85326757  0.11491698  0.05193617],[-0.83095314 -0.23639315  0.16612904]
obj18,sub0,"[[-0.80497944 -0.20299757  0.01079932]
 [-0.80114027 -0.23930816 -0.05371493]]",[-0.056573    0.41347252  0.90824335 -0.03056135],grasp6,optimal0,[ 1.64070047  1.64133468  1.62362091  0.00788904],[-1.01273351  0.02103616  0.00415773],[-0.79518484 -0.21653472  0.08939218]
obj18,sub0,"[[-0.76411995 -0.21006277 -0.00883489]
 [-0.7973501  -0.23998645 -0.05761628]]",[-0.04163367  0.47576653  0.87671733 -0.05726748],grasp6,extreme1,[ 1.68263954  1.64126157  1.33082383  0.00701248],[-1.03881244  0.08615625 -0.02830549],[-0.79453581 -0.21868219  0.08520689]
obj18,sub14,"[[-0.71346441  0.13449578  0.25018865]
 [-0.81573879  0.14140751  0.24359451]]",[ 0.59678643 -0.71635345 -0.30998379  0.18599394],grasp1,optimal0,[ 1.52007871  1.61093878  1.53183004  0.01025576],[-1.0008623  -0.02584845  0.22514417],[-0.69539724  0.0492816   0.26661633]
obj18,sub14,"[[-0.76446344  0.0942615   0.31618726]
 [-0.77241542  0.1103952   0.35109806]]",[ 0.76370644 -0.58291229 -0.22899662  0.15660872],grasp1,extreme0,[ 1.54554273  1.56286086  1.54994819  0.01612871],[-0.88417796  0.03703171  0.33259308],[-0.68917253  0.05416393  0.29249698]
obj18,sub14,"[[-0.7638639   0.09559545  0.31320334]
 [-0.78956926  0.17035159  0.3379477 ]]",[ 0.76973019 -0.57167078 -0.25841859  0.11801605],grasp1,extreme1,[ 1.41374497  1.2673603   1.28100599  0.01367434],[-0.76145494  0.16566533  0.32069745],[-0.68929555  0.05424423  0.29224263]
obj18,sub14,"[[-0.72139406  0.12713698  0.30450098]
 [-0.78458367  0.16425075  0.30388589]]",[ 0.74957973 -0.60463576 -0.20366841  0.17625271],grasp2,extreme0,[ 1.61922194  1.63291517  1.6110627   3.13186283],[-0.74281538  0.15187553  0.3123449 ],[-0.68927885  0.05545329  0.28968119]
obj18,sub14,"[[-0.75723892  0.10472465  0.30251535]
 [-0.7866489   0.16326012  0.30226552]]",[ 0.74848937 -0.60594371 -0.20423187  0.17574193],grasp2,optimal0,[ 1.61789126  1.62468938  1.59943293  3.13159986],[-0.89420428  0.0549647   0.31995796],[-0.68952153  0.05545475  0.28936985]
obj18,sub14,"[[-0.70651978  0.14133888  0.29757437]
 [-0.79881865  0.16299557  0.2965281 ]]",[ 0.7397725  -0.61125923 -0.22192701  0.17276345],grasp2,extreme1,[ 1.59925765  1.62461317  1.59383745  3.1321258 ],[-1.04243488 -0.01957997  0.32144659],[-0.69961162  0.05413999  0.28311591]
obj18,sub14,[-0.99371796  0.04486586  0.22913119],[ 0.53194336  0.51557745 -0.43976519 -0.50776247],grasp2,extreme2,[ 0.2444517   0.25835457  0.24898445  3.13195049],[-1.01165419 -0.17135338  0.23144212],[-0.91287986  0.03177733  0.22701308]
obj18,sub14,"[[-0.99428587  0.05822805  0.2371203 ]
 [-1.05669343  0.03592516  0.25815916]]",[ 0.54022815  0.51543003 -0.4347301  -0.50348303],grasp2,optimal1,[ 1.60323244  1.52633161  1.56553875  3.13282705],[-1.01946717 -0.15964001  0.25180351],[-0.91209297  0.03336718  0.23507986]
obj18,sub14,"[[-0.99354984  0.07114415  0.24130995]
 [-1.05347478  0.04146896  0.26954175]]",[ 0.54879061  0.50332613 -0.43508357 -0.50615606],grasp2,extreme3,[ 1.63330808  1.51162404  1.5762106   3.13168752],[-1.02442536  0.00789066  0.25781683],[-0.91058411  0.04055139  0.24536212]
obj18,sub14,"[[-1.05857003  0.0407601   0.24906066]
 [-1.05666407  0.01773862  0.27460921]]",[ 0.54431958  0.50866078 -0.43055534 -0.50951202],grasp3,optimal0,[ 1.56720807  1.4676232   1.51540387  0.00972982],[-1.03636955 -0.14914046  0.25217996],[-0.91063358  0.04022487  0.24471467]
obj18,sub14,"[[-0.98246469 -0.01064758  0.25585358]
 [-1.0681818   0.05413942  0.24945404]]",[ 0.54472612  0.50977613 -0.43069723 -0.50784018],grasp3,extreme0,[ 1.47340556  1.59363538  1.529819    0.00981748],[-1.0250385   0.02046837  0.25908452],[-0.91063769  0.04003718  0.24447146]
obj18,sub14,"[[-0.99184492  0.07026112  0.26210387]
 [-1.05599043  0.04060931  0.2565839 ]]",[ 0.54024117  0.51709355 -0.42529141 -0.5097852 ],grasp3,extreme1,[ 1.62723244  1.55409925  1.56892866  0.01165825],[-1.00809973 -0.36169823  0.18666548],[-0.91062293  0.03959131  0.24415105]
obj18,sub14,"[[-0.99532874  0.05419746  0.22884917]
 [-1.04544434 -0.00796142  0.2788645 ]]",[-0.12845623  0.59442222  0.27972233 -0.74291093],grasp4,optimal0,[ 1.59075723  1.57163735  1.50964007  0.01086935],[-1.02192481  0.01675134  0.24581818],[-0.90854958  0.04181653  0.24094922]
obj18,sub14,"[[-0.99614654  0.0501458   0.21708438]
 [-1.04114549 -0.0156496   0.26735685]]",[-0.30283532  0.51542229  0.43313242 -0.67455684],grasp4,extreme0,[ 1.59114714  1.61458664  1.5835439   0.01043107],[-1.04371189  0.09789053  0.19762556],[-0.90959693  0.03759045  0.23154443]
obj18,sub14,"[[-0.93645347  0.01153145  0.48671014]
 [-0.91785842 -0.05544352  0.55348282]]",[ 0.48971455 -0.29492466 -0.40044866  0.71612846],grasp5,optimal0,[ 1.5132017   1.61457446  1.5597279   0.0093792 ],[-1.06464658  0.24473818  0.42889049],[-0.85334881 -0.00140723  0.45893945]
obj19,sub11,"[[-0.78653877 -0.18168972  0.02712946]
 [-0.8354462  -0.20073167 -0.0183376 ]]",[ 0.37705379 -0.41562954 -0.8084183   0.17760174],grasp8,optimal0,[ 1.62668738  1.59903756  1.53147596  0.01621637],[-0.81845688 -0.17163919  0.0081649 ],[-0.72933698 -0.18949742  0.081828  ]
obj19,sub11,"[[-0.80656964 -0.18159085  0.01100331]
 [-0.86770363 -0.1709521  -0.01547962]]",[ 0.67032449 -0.31238569 -0.67308517 -0.00605036],grasp8,extreme0,[ 1.67590851  1.52887244  1.53134337  0.02463135],[-0.83491418 -0.13745986  0.06253555],[-0.73624315 -0.21943366  0.00997507]
